,drug_name,Disabled macroautophagy count,Disabled macroautophagy count marg,Disabled macroautophagy,Disabled macroautophagy marg,Cmap pAGE Disabled macroautophagy level1,Cmap pAGE Disabled macroautophagy level2,Cmap pAGE Disabled macroautophagy level3,Cmap pAGE Disabled macroautophagy level4,Cmap pAGE Disabled macroautophagy level5,Cmap pAGE Disabled macroautophagy level1 z_score,Cmap pAGE Disabled macroautophagy level2 z_score,Cmap pAGE Disabled macroautophagy level3 z_score,Cmap pAGE Disabled macroautophagy level4 z_score,Cmap pAGE Disabled macroautophagy level5 z_score
219,trimetrexate,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
220,urofollitropin,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
221,brigatinib,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
222,corifollitropin alfa,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
223,di-stearoyl-3-sn-phosphatidylethanolamine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
224,bromfenac,2,0,"[3, 4]",[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
225,4-{[5-chloro-4-(1h-indol-3-yl)pyrimidin-2-yl]amino}-n-ethylpiperidine-1-carboxamide,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
226,"undeca-3,7-diene-1,3,7,11-tetracarbaldehyde",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
227,lucanthone,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
228,(r)-propylene glycol,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
229,myristoyl-coa,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
230,(z)-3-benzyl-5-(2-hydroxy-3-nitrobenzylidene)-2-thioxothiazolidin-4-one,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
231,aminopterin,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
232,emricasan,2,1,"[3, 4]",[2],,,,,,0,0,0.0,0.0,0.0
233,sulfinpyrazone,2,1,"[4, 5]",[3],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
234,4-methyl-umbelliferyl-n-acetyl-chitobiose,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
235,e5531,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
236,mifamurtide,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
237,cimicoxib,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
238,"2,4-diamino-5-(3,4,5-trimethoxy-benzyl)-pyrimidin-1-ium",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
239,"5-[(3r)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
240,zaltoprofen,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
241,"2,4-diamino-5-methyl-6-[(3,4,5-trimethoxy-n-methylanilino)methyl]pyrido[2,3-d]pyrimidine",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
242,quizartinib,2,1,"[3, 4]",[5],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
243,iclaprim,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
244,eritoran,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
245,"1-(cyclohexylamino)-3-(6-methyl-3,4-dihydro-1h-carbazol-9(2h)-yl)propan-2-ol",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
246,"(2r,6s)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
247,sri-9439,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
248,sri-9662,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
249,sitaxentan,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
250,oxaprozin,2,0,"[3, 4]",[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
251,cupric chloride,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
252,bosutinib,2,0,"[3, 4]",[],,0.0,0.0,0.0,-0.3,0,0,0.0,0.0,-1.3416407864998738
253,amuvatinib,2,0,"[3, 4]",[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
254,indeglitazar,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
255,fg-9041,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
256,reglitazar,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
257,halicin,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
258,aspirin,2,0,"[3, 4]",[],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
259,pecavaptan,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
260,"2,3,6a,7,8,9-hexahydro-11h-[1,4]dioxino[2,3-g]pyrrolo[2,1-b][1,3]benzoxazin-11-one",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
261,tesaglitazar,2,0,"[3, 4]",[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
262,nonoxynol-9,2,1,"[3, 4]",[5],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
263,cambinol,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
264,relcovaptan,2,0,"[3, 4]",[],,0.0,1.0,1.0,-0.3,0,0,1.4142135623730951,1.4142135623730951,-1.3416407864998738
265,2-amino-3-(5-tert-butyl-3-(phosphonomethoxy)-4-isoxazolyl)propionic acid,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
266,wortmannin,2,0,"[3, 4]",[],,0.0,-1.0,-1.0,-0.3,0,0,-1.4142135623730951,-1.4142135623730951,-1.3416407864998738
267,coenzyme a,2,1,"[3, 4]",[2],,,,,,0,0,0.0,0.0,0.0
268,"(2s)-2-ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
269,fluoro-willardiine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
270,"2-amino-3-(3-hydroxy-7,8-dihydro-6h-cyclohepta[d]-4-isoxazolyl)propionic acid",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
271,fludiazepam,2,1,"[3, 4]",[2],,,,,,0,0,0.0,0.0,0.0
272,4-hydroxybenzaldehyde o-(cyclohexylcarbonyl)oxime,2,1,"[2, 3]",[4],,,,,,0,0,0.0,0.0,0.0
273,tuberculin purified protein derivative,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
274,polyethylene glycol 400,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
275,aleglitazar,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
276,phosphoaminophosphonic acid-adenylate ester,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
277,willardiine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
278,"n~2~-1h-benzimidazol-5-yl-n~4~-(3-cyclopropyl-1h-pyrazol-5-yl)pyrimidine-2,4-diamine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
279,demeclocycline,2,1,"[3, 4]",[5],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
280,tandutinib,2,0,"[3, 4]",[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
281,m0002,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
282,"(3s)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2,4-benzothiadiazine 1,1-dioxide",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
283,"5-(hexahydro-2-oxo-1h-thieno[3,4-d]imidazol-6-yl)pentanal",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
284,meglutol,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
285,idarubicin,2,0,"[3, 4]",[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
286,bromo-willardiine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
287,ns-398,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
288,"(3r)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
289,"(3r)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
290,to-901317,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
291,iodo-willardiine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
292,"n,n'-[biphenyl-4,4'-diyldi(2r)propane-2,1-diyl]dimethanesulfonamide",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
293,triphosphoric acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
294,"n~2~-1,3-benzoxazol-2-yl-3-cyclohexyl-n-{2-[(4-methoxyphenyl)amino]ethyl}-l-alaninamide",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
295,sf1126,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
296,azelaic acid,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
297,icosapent,2,1,"[4, 5]",[3],,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
298,(s)-hmg-coa,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
299,ragaglitazar,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
300,omega-3 fatty acids,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
301,robenacoxib,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
302,inositol nicotinate,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
303,fenofibric acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
304,cordycepin triphosphate,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
305,minocycline,2,0,"[3, 4]",[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
306,opc-51803,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
307,"bishydroxy[2h-1-benzopyran-2-one,1,2-benzopyrone]",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
308,bryostatin 1,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
309,ljp 1082,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
310,golodirsen,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
311,thio-atpa,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
312,es-936,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
313,rh-1,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
314,resiquimod,2,1,"[3, 4]",[5],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
315,2-deoxy-d-glucitol 6-(e)-vinylhomophosphonate,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
316,"(s)-2-amino-3-(1,3,5,7-pentahydro-2,4-dioxo-cyclopenta[e]pyrimidin-1-yl) proionic acid",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
317,duroquinone,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
318,"5-methoxy-1,2-dimethyl-3-(phenoxymethyl)indole-4,7-dione",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
319,lyme disease vaccine (recombinant ospa),2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
320,(s)-des-me-ampa,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
321,2-deoxy-glucitol-6-phosphate,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
322,"3-hydroxymethyl-5-aziridinyl-1methyl-2-[1h-indole-4,7-dione]-propanol",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
323,1-phenylsulfonamide-3-trifluoromethyl-5-parabromophenylpyrazole,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
324,"3-(hydroxymethyl)-1-methyl-5-(2-methylaziridin-1-yl)-2-phenyl-1h-indole-4,7-dione",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
325,(s)-ampa,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
326,prlx 93936,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
327,"(5r)-2-[(2-fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5h)-one",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
328,(s)-warfarin,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
329,"(5s)-2-{[(1s)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5h)-one",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
330,duvelisib,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
331,tetrabenazine,1,0,[5],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
332,"(3e)-5-fluoro-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-1h-indole-2,3-dione 3-oxime",1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
333,alizapride,1,0,[5],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
334,rasagiline,1,0,[2],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
335,"(5s)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5h)-one",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
336,droperidol,1,0,[5],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
337,gossypol,1,0,[2],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
338,"(5s)-2-{[(1s)-1-(4-fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5h)-one",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
339,"n-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide",1,1,[3],[4],,,,,,0,0,0.0,0.0,0.0
340,bromopride,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
341,vayarin,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
342,cyclophosphamide,1,0,[5],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
343,nitroglycerin,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
344,cytidine-5'-monophosphate,1,2,[2],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
345,5-bromo-n-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,1,1,[3],[4],,,,,,0,0,0.0,0.0,0.0
346,raclopride,1,0,[5],[],,0.0,1.0,1.0,0.4,0,0,1.4142135623730951,1.4142135623730951,1.788854381999832
347,ularitide,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
348,xl999,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
349,istaroxime,1,0,[5],[],,0.0,0.0,0.0,0.3,0,0,0.0,0.0,1.3416407864998738
350,varlitinib,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
351,ctce-0214,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
352,mycophenolic acid,1,1,[5],[2],,,,,,0,0,0.0,0.0,0.0
353,pipamperone,1,0,[5],[],,0.0,1.0,1.0,0.3,0,0,1.4142135623730951,1.4142135623730951,1.3416407864998738
354,nicotinamide adenine dinucleotide phosphate,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
355,sarpogrelate,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
356,"n-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-n-methylpyrimidin-2-amine",1,1,[3],[4],,,,,,0,0,0.0,0.0,0.0
357,"1,3-cyclohexanediol, 4-methylene-5-[(2e)-[(1s,3as,7as)-octahydro-1-(5-hydroxy-5-methyl-1,3-hexadiynyl)-7a-methyl-4h-inden-4-ylidene]ethylidene]-, (1r,3s,5z)",1,1,[3],[4],,,,,,0,0,0.0,0.0,0.0
358,obatoclax,1,0,[2],[],,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.447213595499958
359,(r)-3-hydroxytetradecanoic acid,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
360,dexibuprofen,1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
361,fisetin,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
362,(2s)-4-methyl-2-(3-phenylthioureido)-n-((3s)-tetrahydro-2-hydroxy-3-furanyl)pentanamide,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
363,"1-((1r,2s)-1-{2-[2-(4-chlorophenyl)-1,3-benzoxazol-7-yl]ethyl}-2-hydroxypropyl)-1h-imidazole-4-carboxamide",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
364,vx-148,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
365,regadenoson,1,0,[5],[],,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
366,[(1s)-1-(5-chloro-1-benzothien-3-yl)-2-(2-naphthylamino)-2-oxoethyl]phosphonic acid,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
367,paclitaxel docosahexaenoic acid,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
368,oxaliplatin,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
369,ocaperidone,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
370,"(3ar,6r,6as)-6-((s)-((s)-cyclohex-2-enyl)(hydroxy)methyl)-6a-methyl-4-oxo-hexahydro-2h-furo[3,2-c]pyrrole-6-carbaldehyde",1,1,[2],[3],,,,,,0,0,0.0,0.0,0.0
371,tributyrin,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
372,ly-294002,1,0,[2],[],,0.0,-1.0,-1.0,-0.2,0,0,-1.4142135623730951,-1.4142135623730951,-0.894427190999916
373,gallium nitrate,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
374,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
375,setmelanotide,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
376,ribociclib,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
377,mimosine,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
378,tioguanine,1,0,[2],[],,0.0,-1.0,-1.0,0.2,0,0,-1.4142135623730951,-1.4142135623730951,0.894427190999916
379,(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
380,anthralin,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
381,morpholine-4-carboxylic acid [1s-(2-benzyloxy-1r-cyano-ethylcarbamoyl)-3-methyl-butyl]amide,1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
382,morpholine-4-carboxylic acid (1-(3-benzenesulfonyl-1-phenethylallylcarbamoyl)-3-methylbutyl)-amide,1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
383,"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
384,eplivanserin,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
385,cyt006-angqb,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
386,slv319,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
387,e-2012,1,0,[5],[],,0.0,-1.0,-1.0,0.1,0,0,-1.4142135623730951,-1.4142135623730951,0.447213595499958
388,"1-{[(3r)-3-methyl-4-({4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
389,tolmetin,1,0,[5],[],,0.0,-1.0,-1.0,0.2,0,0,-1.4142135623730951,-1.4142135623730951,0.894427190999916
390,"(2s,3s,4e,6e,8s,9s)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",1,1,[3],[4],,,,,,0,0,0.0,0.0,0.0
391,"1-{2-[2-(2-methoxyethoxy)ethoxy]ethoxy}-4-(1,1,3,3-tetramethylbutyl)benzene",1,2,[2],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
392,scyllo-inositol,1,1,[2],[5],,,,,,0,0,0.0,0.0,0.0
393,4-(dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide,1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
394,methyl (3s)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
395,n-[(1s)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
396,lithium carbonate,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
397,menthol,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
398,"6-hydroxy-1,3-benzothiazole-2-sulfonamide",1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
399,"n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide",1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
400,nintedanib,1,0,[2],[],,0.0,0.0,0.0,-0.1,0,0,0.0,0.0,-0.447213595499958
401,verdoheme,1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
402,n-hydroxy-4-(methyl{[5-(2-pyridinyl)-2-thienyl]sulfonyl}amino)benzamide,1,1,[3],[4],,,,,,0,0,0.0,0.0,0.0
403,melperone,1,0,[5],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
404,mevastatin,1,1,[4],[3],,0.0,0.0,0.0,-0.4,0,0,0.0,0.0,-1.788854381999832
405,"n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide",1,1,[3],[4],,,,,,0,0,0.0,0.0,0.0
406,mesoxalic acid,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
407,5-iodotubercidin,1,2,[2],"[3, 4]",,0.0,1.0,1.0,0.0,0,0,1.4142135623730951,1.4142135623730951,0.0
408,tasosartan,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
409,4-oxosebacic acid,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
410,alvocidib,1,1,[3],[4],,0.0,1.0,1.0,-0.2,0,0,1.4142135623730951,1.4142135623730951,-0.894427190999916
411,"(1s,3r,4s,5s,7s)-4-{[2-(4-methoxyphenoxy)-2-methylpropanoyl]amino}adamantane-1-carboxamide",1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
412,glutathione disulfide,1,2,[5],"[3, 4]",,,,,,0,0,0.0,0.0,0.0
413,sgs-742,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
414,"1-methyl-5-(2-phenoxymethyl-pyrrolidine-1-sulfonyl)-1h-indole-2,3-dione",1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
415,mazindol,1,0,[5],[],,0.0,-1.0,-1.0,-0.1,0,0,-1.4142135623730951,-1.4142135623730951,-0.447213595499958
416,tryptophan,1,1,[5],[2],,,,,,0,0,0.0,0.0,0.0
417,tegoprazan,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
418,v24343,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
419,acetophenazine,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
420,perphenazine,1,0,[5],[],,0.0,-1.0,-1.0,0.0,0,0,-1.4142135623730951,-1.4142135623730951,0.0
421,urethane,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
422,sodium oxybate,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
423,flavin adenine dinucleotide,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
424,apoptone,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
425,tetradecyl hydrogen sulfate (ester),1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
426,idecabtagene vicleucel,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
427,porphobilinogen,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
428,ethyl pyruvate,1,1,[5],[2],,,,,,0,0,0.0,0.0,0.0
429,rolicyclidine,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
430,azathioprine,1,0,[2],[],,0.0,-1.0,-1.0,0.2,0,0,-1.4142135623730951,-1.4142135623730951,0.894427190999916
431,muraglitazar,1,1,[5],[3],,,,,,0,0,0.0,0.0,0.0
432,[n-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
433,"1-({2-[2-(4-chlorophenyl)ethyl]-1,3-dioxolan-2-yl}methyl)-1h-imidazole",1,1,[4],[3],,,,,,0,0,0.0,0.0,0.0
434,eribulin,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
435,beta-alanine,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
436,"(1s)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
437,2-hydroxy-5-(2-mercapto-ethylsulfamoyl)-benzoic acid,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
438,phenacemide,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
439,rifaximin,1,0,[5],[],,0.0,1.0,1.0,-0.1,0,0,1.4142135623730951,1.4142135623730951,-0.447213595499958
440,carbenoxolone,1,0,[5],[],,0.0,1.0,1.0,0.4,0,0,1.4142135623730951,1.4142135623730951,1.788854381999832
441,phenazopyridine,1,0,[5],[],,0.0,0.0,0.0,-0.2,0,0,0.0,0.0,-0.894427190999916
442,abivertinib,1,0,[2],[],,,,,,0,0,0.0,0.0,0.0
443,gamma-glutamylcysteine,1,0,[5],[],,,,,,0,0,0.0,0.0,0.0
