,drug_name,Genomic instability count,Genomic instability count marg,Genomic instability,Genomic instability marg,Cmap pAGE Genomic instability level1,Cmap pAGE Genomic instability level2,Cmap pAGE Genomic instability level3,Cmap pAGE Genomic instability level4,Cmap pAGE Genomic instability level5,Cmap pAGE Genomic instability level1 z_score,Cmap pAGE Genomic instability level2 z_score,Cmap pAGE Genomic instability level3 z_score,Cmap pAGE Genomic instability level4 z_score,Cmap pAGE Genomic instability level5 z_score
205,"n-[4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-yl]-n',n'-dimethyl-benzene-1,4-diamine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
206,variolin b,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
207,(2s)-n-[(3e)-5-cyclopropyl-3h-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
208,certolizumab pegol,1,1,[2],[1],,,,,,0.0,0.0,0.0,0.0,0.0
209,zidovudine diphosphate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
210,n-pyridoxyl-glycine-5-monophosphate,1,1,[3],[2],,,,,,0.0,0.0,0.0,0.0,0.0
211,s-adenosyl-l-homocysteine,1,1,[1],[4],,,,,,0.0,0.0,0.0,0.0,0.0
212,eldecalcitol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
213,etiprednol dicloacetate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
214,ethyl oxo(piperidin-1-yl)acetate,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
215,elocalcitol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
216,cantharidin,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
217,diethylstilbestrol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
218,aspartic acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
219,emodin,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
220,stavudine triphosphate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
221,sr-9009,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
222,sr-9011,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
223,acetylleucyl-leucyl-norleucinal,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
224,3'-deoxy 3'-amino adenosine-5'-diphosphate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
225,olaratumab,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
226,(2s)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-3-methyl-1-butanol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
227,dichlorobenzene,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
228,thymidine-5'- diphosphate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
229,acid yellow 54 free acid,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
230,plitidepsin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
231,plecanatide,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
232,dexrazoxane,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
233,vitamin d,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
234,lexacalcitol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
235,doxycycline,1,0,[3],[],-1.0,-1.0,-0.6666666666666666,-0.6,-0.1438356164383561,-1.0,-1.4142135623730951,-1.6329931618554518,-2.9999999999999996,-1.7379723660649726
236,anti-ox40 antibody bms 986178,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
237,lerafaon,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
238,dihydrotachysterol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
239,nelipepimut-s,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
240,cholesterol sulfate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
241,seocalcitol,1,0,[1],[],1.0,0.0,0.0,-0.2,-0.0684931506849315,1.0,0.0,0.0,-1.0,-0.827605888602368
242,geldanamycin,1,0,[5],[],-1.0,0.0,0.0,-0.28,-0.1917808219178082,-1.0,0.0,0.0,-1.4,-2.31729648808663
243,ico-007,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
244,"hydroxy(oxo)(3-{[(2z)-4-[3-(1h-1,2,4-triazol-1-ylmethyl)phenyl]pyrimidin-2(5h)-ylidene]amino}phenyl)ammonium",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
245,4-(6-cyclohexylmethoxy-9h-purin-2-ylamino)--benzamide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
246,"4-[(7-oxo-7h-thiazolo[5,4-e]indol-8-ylmethyl)-amino]-n-pyridin-2-yl-benzenesulfonamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
247,"4-(4-methoxy-1h-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
248,"4-(4-propoxy-1h-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
249,"4-methyl-5-[(2z)-2-{[4-(4-morpholinyl)phenyl]imino}-2,5-dihydro-4-pyrimidinyl]-1,3-thiazol-2-amine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
250,n(5)-[(hydroxyamino)(imino)methyl]-l-ornithine,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
251,"4-(2-aminoethoxy)-n-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
252,"4-[4-(2,5-dioxo-pyrrolidin-1-yl)-phenylamino]-4-hydroxy-butyric acid",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
253,beta-naphthoflavone,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
254,[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
255,mycophenolic acid,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
256,"4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-ylamine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
257,retapamulin,1,1,[3],[4],-1.0,0.0,-0.3333333333333333,-0.2,0.0273972602739726,-1.0,0.0,-0.8164965809277259,-1.0,0.3310423554409472
258,"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
259,"4-(2-aminoethoxy)-3,5-dichloro-n-[3-(1-methylethoxy)phenyl]benzamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
260,terodiline,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
261,gem-231,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
262,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
263,protoporphyrin ix containing co,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
264,dydrogesterone,1,0,[3],[],-1.0,-1.0,-0.6666666666666666,-0.44,-0.0821917808219178,-1.0,-1.4142135623730951,-1.6329931618554518,-2.1999999999999997,-0.9931270663228416
265,econazole,1,0,[3],[],1.0,0.0,-0.3333333333333333,-0.12,-0.0410958904109589,1.0,0.0,-0.8164965809277259,-0.6,-0.4965635331614207
266,2'-deoxyguanosine-5'-triphosphate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
267,2'-deoxyguanosine-5'-diphosphate,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
268,"1-[(2s)-4-(5-phenyl-1h-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
269,"2',3'-dideoxyadenosine triphosphate",1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
270,n-(3-cyclopropyl-1h-pyrazol-5-yl)-2-(2-naphthyl)acetamide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
271,"2',3'-dehydro-2',3'-deoxy-thymidine 5'-diphosphate",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
272,micafungin,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
273,fisetin,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
274,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1h-imidazol-4-ol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
275,flucytosine,1,0,[1],[],1.0,0.0,-0.6666666666666666,-0.44,-0.136986301369863,1.0,0.0,-1.6329931618554518,-2.1999999999999997,-1.655211777204736
276,"4-(2-aminoethoxy)-n-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
277,cardarine,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
278,manganese,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
279,adalimumab,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
280,9-aminocamptothecin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
281,fluprednisolone acetate,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
282,fluprednisolone,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
283,alvespimycin,1,0,[5],[],-1.0,0.0,0.0,-0.12,-0.1643835616438356,-1.0,0.0,0.0,-0.6,-1.986254132645683
284,n-benzyl-4-[4-(3-chlorophenyl)-1h-pyrazol-3-yl]-1h-pyrrole-2-carboxamide,1,1,[5],[2],,,,,,0.0,0.0,0.0,0.0,0.0
285,n-benzylformamide,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
286,"(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
287,"4-(1,3-benzodioxol-5-yl)-5-(5-ethyl-2,4-dihydroxyphenyl)-2h-pyrazole-3-carboxylic acid",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
288,"(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-[(e)-2-phenylethenyl]-1h-indole-2,3-dione 3-oxime",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
289,"[(3r)-7-nitro-1,2,3,4-tetrahydroisoquinolin-3-yl]methanol",1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
290,trans-6-(2-phenylcyclopropyl)-naphthalene-2-carboxamidine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
291,"4-methyl-7,8-dihydro-5h-thiopyrano[4,3-d]pyrimidin-2-amine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
292,ancestim,1,1,[1],[2],,,,,,0.0,0.0,0.0,0.0,0.0
293,nox-700,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
294,nf-kappab decoy,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
295,6-(n-phenylcarbamyl)-2-naphthalenecarboxamidine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
296,"4-chloro-6-(4-{4-[4-(methylsulfonyl)benzyl]piperazin-1-yl}-1h-pyrazol-5-yl)benzene-1,3-diol",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
297,"4-chloro-6-(4-piperazin-1-yl-1h-pyrazol-5-yl)benzene-1,3-diol",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
298,rifalazil,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
299,laquinimod,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
300,darglitazone,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
301,eperisone,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
302,elvitegravir,1,0,[3],[],-1.0,0.0,0.6666666666666666,0.28,0.0821917808219178,-1.0,0.0,1.6329931618554518,1.4,0.9931270663228416
303,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
304,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)-1h-pyrazole-3-carboxamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
305,zaleplon,1,0,[3],[],1.0,0.0,-0.6666666666666666,-0.28,-0.0410958904109589,1.0,0.0,-1.6329931618554518,-1.4,-0.4965635331614207
306,s-palmitoyl-l-cysteine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
307,solithromycin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
308,amg-131,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
309,"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9h-carbazol-9-yl)benzamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
310,fendiline,1,0,[3],[],1.0,0.0,-0.6666666666666666,-0.2,-0.1095890410958904,1.0,0.0,-1.6329931618554518,-1.0,-1.3241694217637887
311,imexon,1,1,[5],[3],1.0,0.0,-0.3333333333333333,0.04,0.0205479452054794,1.0,0.0,-0.8164965809277259,0.1999999999999999,0.2482817665807103
312,"2-[(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)amino]ethanol",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
313,penfluridol,1,0,[3],[],-1.0,-1.0,-0.6666666666666666,-0.44,-0.2465753424657534,-1.0,-1.4142135623730951,-1.6329931618554518,-2.1999999999999997,-2.9793811989685244
314,indalpine,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
315,osi-930,1,0,[1],[],-1.0,0.0,0.0,-0.2,-0.0068493150684931,-1.0,0.0,0.0,-1.0,-0.0827605888602368
316,7-methoxy-8-[1-(methylsulfonyl)-1h-pyrazol-4-yl]naphthalene-2-carboximidamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
317,darodipine,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
318,"6-(3-bromo-2-naphthyl)-1,3,5-triazine-2,4-diamine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
319,bucladesine,1,0,[2],[],1.0,1.0,1.0,0.28,0.0,1.0,1.4142135623730951,2.449489742783178,1.4,0.0
320,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
321,"6-[n-(1-isopropyl-1,2,3,4-tetrahydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
322,n-(3-aminopropyl)-2-nitrobenzenamine,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
323,5-androstenedione,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
324,"[2,4,6-triisopropyl-phenylsulfonyl-l-[3-amidino-phenylalanine]]-piperazine-n'-beta-alanine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
325,tisotumab vedotin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
326,pradefovir mesylate,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
327,6-[n-(4-(aminomethyl)phenyl)carbamyl]-2-naphthalenecarboxamidine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
328,"6-[n-(1-isopropyl-3,4-dihydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
329,miocamycin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
330,(3e)-3-[(phenylamino)methylidene]dihydrofuran-2(3h)-one,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
331,bencyclane,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
332,fosamprenavir,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
333,6-[(z)-amino(imino)methyl]-n-[4-(aminomethyl)phenyl]-4-(pyrimidin-2-ylamino)-2-naphthamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
334,6-[(z)-amino(imino)methyl]-n-[3-(cyclopentyloxy)phenyl]-2-naphthamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
335,6-o-benzylguanine,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
336,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
337,"6-[n-(4-ethyl-1,2,3,4-tetrahydro-6-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
338,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
339,"n-[4-(aminosulfonyl)benzyl]-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
340,dalfopristin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
341,lorvotuzumab mertansine,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
342,"4-(1h-imidazol-4-yl)-3-(5-ethyl-2,4-dihydroxy-phenyl)-1h-pyrazole",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
343,midecamycin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
344,rokitamycin,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
345,n-heptylformamide,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
346,cyclohexanol,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
347,"(3-endo)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl 1h-pyrrolo[2,3-b]pyridine-3-carboxylate",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
348,n-[(2-amino-6-methylpyrimidin-4-yl)methyl]-3-{[(e)-(2-oxodihydrofuran-3(2h)-ylidene)methyl]amino}benzenesulfonamide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
349,"4-{[(2r)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
350,lidoflazine,1,1,[3],[4],-1.0,0.0,0.3333333333333333,0.36,0.0684931506849315,-1.0,0.0,0.8164965809277259,1.7999999999999998,0.827605888602368
351,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
352,"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
353,"(3r)-3-(fluoromethyl)-n-(3,3,3-trifluoropropyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
354,"(3r)-3-(fluoromethyl)-7-(thiomorpholin-4-ylsulfonyl)-1,2,3,4-tetrahydroisoquinoline",1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
355,levmetamfetamine,1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
356,"n-(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)glycine",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
357,"4-(2-aminoethoxy)-n-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
358,"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)isoxazole-3-carboxamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
359,difluoro(5-{2-[(5-octyl-1h-pyrrol-2-yl-kappan)methylidene]-2h-pyrrol-5-yl-kappan}pentanoato)boron,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
360,golimumab,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
361,calcitriol,1,3,[3],"[1, 2, 4]",1.0,0.0,-0.6666666666666666,-0.28,-0.1232876712328767,1.0,0.0,-1.6329931618554518,-1.4,-1.4896905994842622
362,sanglifehrin a,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
363,"9-butyl-8-(2,5-dimethoxy-benzyl)-9h-purin-6-ylamine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
364,"9-butyl-8-(2,5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
365,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
366,"9-(4-hydroxyphenyl)-2,7-phenanthroline",1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
367,pembrolizumab,1,1,[2],[3],,,,,,0.0,0.0,0.0,0.0,0.0
368,echinacea,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
369,8-(pyrimidin-2-ylamino)naphthalene-2-carboximidamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
370,"3,6-diamino-5-cyano-4-(4-ethoxyphenyl)thieno[2,3-b]pyridine-2-carboxamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
371,dirithromycin,1,0,[3],[],-1.0,-1.0,-0.6666666666666666,-0.36,-0.1917808219178082,-1.0,-1.4142135623730951,-1.6329931618554518,-1.7999999999999998,-2.31729648808663
372,diphenadione,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
373,oleandomycin,1,1,[3],[4],,,,,,0.0,0.0,0.0,0.0,0.0
374,snx-5422,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
375,7-ethyl-10-hydroxycamptothecin,1,1,[5],[3],,,,,,0.0,0.0,0.0,0.0,0.0
376,"1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-cyanopyrazin-2-yl)urea",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
377,ethyl pyruvate,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
378,"(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
379,"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
380,"9-butyl-8-(2-chloro-3,4,5-trimethoxy-benzyl)-9h-purin-6-ylamine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
381,"9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
382,"4-{[5-(cyclohexyloxy)[1,2,4]triazolo[1,5-a]pyrimidin-7-yl]amino}benzenesulfonamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
383,"18-chloro-11,12,13,14-tetrahydro-1h,10h-8,4-(azeno)-9,15,1,3,6-benzodioxatriazacycloheptadecin-2-one",1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
384,toripalimab,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
385,afelimomab,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
386,4-{[4-amino-6-(cyclohexylmethoxy)-5-nitrosopyrimidin-2-yl]amino}benzamide,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
387,(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
388,metyrosine,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
389,4-[3-(1h-benzimidazol-2-yl)-1h-indazol-6-yl]-2-methoxyphenol,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
390,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzoic acid",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
391,quingestanol,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
392,2-{5-[3-(6-benzoyl-1-propylnaphthalen-2-yloxy)propoxy]indol-1-yl}ethanoic acid,1,0,[1],[],,,,,,0.0,0.0,0.0,0.0,0.0
393,sagopilone,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
394,"trans-(1s,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol",1,0,[4],[],,,,,,0.0,0.0,0.0,0.0,0.0
395,"n-(4-acetylphenyl)-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
396,9-butyl-8-(4-methoxybenzyl)-9h-purin-6-amine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
397,9-butyl-8-(3-methoxybenzyl)-9h-purin-6-amine,1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
398,saracatinib,1,1,[3],[4],-1.0,-1.0,-0.6666666666666666,-0.2,-0.2465753424657534,-1.0,-1.4142135623730951,-1.6329931618554518,-1.0,-2.9793811989685244
399,"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-2-fluoro-9h-purin-6-ylamine",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
400,n-(4-carbamimidoyl-3-choro-phenyl)-2-hydroxy-3-iodo-5-methyl-benzamide,1,0,[2],[],,,,,,0.0,0.0,0.0,0.0,0.0
401,"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-9h-",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
402,"2-amino-4-(2,4-dichlorophenyl)-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide",1,0,[5],[],,,,,,0.0,0.0,0.0,0.0,0.0
403,selamectin,1,0,[3],[],-1.0,-1.0,-0.3333333333333333,-0.44,-0.136986301369863,-1.0,-1.4142135623730951,-0.8164965809277259,-2.1999999999999997,-1.655211777204736
404,hydroxyprogesterone,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
405,grapefruit,1,0,[3],[],,,,,,0.0,0.0,0.0,0.0,0.0
406,cct-018159,1,0,[5],[],-1.0,-1.0,-0.3333333333333333,-0.36,-0.1780821917808219,-1.0,-1.4142135623730951,-0.8164965809277259,-1.7999999999999998,-2.1517753103661565
