,drug_name,Mitochondrial dysfunction count,Mitochondrial dysfunction count marg,Mitochondrial dysfunction,Mitochondrial dysfunction marg,Cmap pAGE Mitochondrial dysfunction level1,Cmap pAGE Mitochondrial dysfunction level2,Cmap pAGE Mitochondrial dysfunction level3,Cmap pAGE Mitochondrial dysfunction level4,Cmap pAGE Mitochondrial dysfunction level5,Cmap pAGE Mitochondrial dysfunction level1 z_score,Cmap pAGE Mitochondrial dysfunction level2 z_score,Cmap pAGE Mitochondrial dysfunction level3 z_score,Cmap pAGE Mitochondrial dysfunction level4 z_score,Cmap pAGE Mitochondrial dysfunction level5 z_score
194,loxoprofen,2,0,"[4, 5]",[],0.0,1.0,0.2941176470588235,0.1724137931034483,0.1511627906976744,0,1.4142135623730951,1.212678125181665,0.9284766908852594,1.9824814143238605
195,ethyl 4-[(4-methylpyridin-2-yl)amino]piperidine-1-carboxylate,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
196,ponesimod,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
197,pyrimethamine,2,0,"[3, 4]",[],0.0,0.0,0.2941176470588235,-0.1034482758620689,-0.063953488372093,0,0.0,1.212678125181665,-0.5570860145311556,-0.8387421368293257
198,2-phenylheme,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
199,xl228,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
200,parecoxib,2,0,"[4, 5]",[],0.0,-1.0,0.4117647058823529,0.0344827586206896,-0.0930232558139534,0,-1.4142135623730951,1.697749375254331,0.1856953381770518,-1.219988562660837
201,raltitrexed,2,0,"[1, 2]",[],0.0,-1.0,-0.1764705882352941,-0.3103448275862069,-0.2151162790697674,0,-1.4142135623730951,-0.727606875108999,-1.6712580435934667,-2.8212235511531865
202,ferroheme c,2,0,"[1, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
203,flutamide,2,0,"[2, 4]",[],0.0,1.0,0.1764705882352941,0.1034482758620689,-0.1395348837209302,0,1.4142135623730951,0.727606875108999,0.5570860145311556,-1.829982843991256
204,ferric maltol,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
205,d-myo-inositol-hexasulphate,2,1,"[1, 2]",[3],,,,,,0,0.0,0.0,0.0,0.0
206,6-nitroindazole,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
207,"6-hydroxy-5-undecyl-4,7-benzothiazoledione",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
208,s-(dimethylarsenic)cysteine,2,2,"[1, 4]","[3, 5]",,,,,,0,0.0,0.0,0.0,0.0
209,"2-(2-quinolin-3-ylpyridin-4-yl)-1,5,6,7-tetrahydro-4h-pyrrolo[3,2-c]pyridin-4-one",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
210,zinc protoporphyrin,2,1,"[1, 5]",[2],,,,,,0,0.0,0.0,0.0,0.0
211,caffeine,2,0,"[1, 2]",[],0.0,0.0,-0.0588235294117647,0.0344827586206896,0.0232558139534883,0,0.0,-0.2425356250363329,0.1856953381770518,0.3049971406652093
212,stamulumab,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
213,genistein,2,0,"[4, 5]",[],0.0,-1.0,0.1764705882352941,0.1034482758620689,-0.0930232558139534,0,-1.4142135623730951,0.727606875108999,0.5570860145311556,-1.219988562660837
214,primaquine,2,0,"[4, 5]",[],0.0,-1.0,0.0588235294117647,-0.0344827586206896,-0.0348837209302325,0,-1.4142135623730951,0.2425356250363329,-0.1856953381770518,-0.457495710997814
215,pilsicainide,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
216,"(10r)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8h-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
217,s-octylglutathione,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
218,4-(hydroxymethyl)benzamidine,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
219,bromfenac,2,0,"[4, 5]",[],0.0,-1.0,-0.2941176470588235,-0.2413793103448276,0.0581395348837209,0,-1.4142135623730951,-1.212678125181665,-1.299867367239363,0.7624928516630233
220,choline magnesium trisalicylate,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
221,chlorobutanol,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
222,"5-fluoro-1-[4-(4-phenyl-3,6-dihydropyridin-1(2h)-yl)butyl]quinazoline-2,4(1h,3h)-dione",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
223,tuberculin purified protein derivative,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
224,trolamine salicylate,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
225,5-monophosphate-9-beta-d-ribofuranosyl xanthine,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
226,"l-n(omega)-nitroarginine-2,4-l-diaminobutyric amide",2,0,"[1, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
227,dexketoprofen,2,0,"[4, 5]",[],0.0,0.0,0.1764705882352941,0.1034482758620689,0.1162790697674418,0,0.0,0.727606875108999,0.5570860145311556,1.5249857033260463
228,tiaprofenic acid,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
229,fostamatinib,2,0,"[1, 2]",[],0.0,-1.0,0.1764705882352941,0.1724137931034483,0.1453488372093023,0,-1.4142135623730951,0.727606875108999,0.9284766908852594,1.9062321291575584
230,l-cysteic acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
231,iron dextran,2,1,"[3, 5]",[4],,,,,,0,0.0,0.0,0.0,0.0
232,"6-amino-benzo[de]isoquinoline-1,3-dione",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
233,"3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
234,n-[o-phosphono-pyridoxyl]-isoleucine,2,1,"[2, 3]",[4],,,,,,0,0.0,0.0,0.0,0.0
235,a-620223,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
236,carba-nicotinamide-adenine-dinucleotide,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
237,4'-deoxy-4'-acetylyamino-pyridoxal-5'-phosphate,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
238,"4,6-dideoxy-4-amino-alpha-d-glucose",2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
239,3-methoxybenzamide,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
240,2-nonyl-4-quinolinol 1-oxide,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
241,tecastemizole,2,0,"[1, 2]",[],0.0,0.0,0.0588235294117647,-0.0344827586206896,-0.0290697674418604,0,0.0,0.2425356250363329,-0.1856953381770518,-0.3812464258315116
242,s-ethylisothiourea,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
243,proguanil,2,1,"[3, 4]",[5],0.0,0.0,0.0588235294117647,0.1034482758620689,0.1453488372093023,0,0.0,0.2425356250363329,0.5570860145311556,1.9062321291575584
244,5-fluorouridine,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
245,12-bromododecanoic acid,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
246,3'-phospho-5'-adenylyl sulfate,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
247,methyl (2z)-3-methoxy-2-{2-[(e)-2-phenylvinyl]phenyl}acrylate,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
248,mdx-1303,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
249,1-hydroxy-2-s-glutathionyl-3-para-nitrophenoxy-propane,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
250,menadione,2,0,"[4, 5]",[],0.0,-1.0,-0.2941176470588235,0.0344827586206896,0.0,0,-1.4142135623730951,-1.212678125181665,0.1856953381770518,0.0
251,nitroarginine,2,0,"[1, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
252,tpmpa,2,1,"[3, 4]",[5],,,,,,0,0.0,0.0,0.0,0.0
253,talampanel,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
254,oxaprozin,2,0,"[4, 5]",[],0.0,1.0,0.1764705882352941,0.2413793103448276,0.0930232558139534,0,1.4142135623730951,0.727606875108999,1.299867367239363,1.219988562660837
255,bms184394,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
256,"2-{3-[4-(4-fluorophenyl)-3,6-dihydro-1(2h)-pyridinyl]propyl}-8-methyl-4(3h)-quinazolinone",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
257,oleic acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
258,"5-heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
259,iniparib,2,0,"[4, 5]",[],0.0,-1.0,-0.2941176470588235,-0.2413793103448276,-0.1453488372093023,0,-1.4142135623730951,-1.212678125181665,-1.299867367239363,-1.9062321291575584
260,pamidronic acid,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
261,"3,4-dihydro-5-methyl-isoquinolinone",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
262,puromycin aminonucleoside-5'-monophosphate,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
263,farletuzumab,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
264,sodium ferric gluconate complex,2,2,"[3, 5]","[2, 4]",,,,,,0,0.0,0.0,0.0,0.0
265,staurosporine,2,1,"[1, 2]",[4],0.0,0.0,0.1764705882352941,0.0344827586206896,-0.1627906976744186,0,0.0,0.727606875108999,0.1856953381770518,-2.1349799846564657
266,tenoxicam,2,0,"[4, 5]",[],0.0,0.0,0.5294117647058824,0.1034482758620689,-0.1046511627906976,0,0.0,2.182820625326997,0.5570860145311556,-1.372487132993442
267,1-(adamantan-1-yl)-2-(1h-imidazol-1-yl)ethanone,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
268,osi-7904l,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
269,nitrous acid,2,2,"[2, 5]","[1, 3]",,,,,,0,0.0,0.0,0.0,0.0
270,copper,2,1,"[3, 5]",[4],,,,,,0,0.0,0.0,0.0,0.0
271,"s,s-(2-hydroxyethyl)thiocysteine",2,1,"[1, 2]",[3],,,,,,0,0.0,0.0,0.0,0.0
272,trimethyllysine,2,0,"[1, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
273,es-936,2,1,"[1, 2]",[3],,,,,,0,0.0,0.0,0.0,0.0
274,n-cyclohexyl-n'-(4-iodophenyl)urea,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
275,"2,4-diamino-5-phenyl-6-ethylpyrimidine",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
276,troglitazone,2,1,"[4, 5]",[3],0.0,0.0,-0.4117647058823529,-0.2413793103448276,-0.0813953488372093,0,0.0,-1.697749375254331,-1.299867367239363,-1.0674899923282328
277,nadph,2,1,"[1, 5]",[2],,,,,,0,0.0,0.0,0.0,0.0
278,n-cyclohexyl-n'-(propyl)phenyl urea,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
279,deoxyuridine monophosphate,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
280,rh-1,2,1,"[1, 2]",[3],,,,,,0,0.0,0.0,0.0,0.0
281,4-{[(cyclohexylamino)carbonyl]amino}butanoic acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
282,"5-methoxy-1,2-dimethyl-3-(phenoxymethyl)indole-4,7-dione",2,1,"[1, 2]",[3],,,,,,0,0.0,0.0,0.0,0.0
283,flavin-adenine dinucleotide-n5-isobutyl ketone,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
284,n-[(cyclohexylamino)carbonyl]glycine,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
285,"3-hydroxymethyl-5-aziridinyl-1methyl-2-[1h-indole-4,7-dione]-propanol",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
286,protoporphyrin ix containing co,2,1,"[4, 5]",[1],,,,,,0,0.0,0.0,0.0,0.0
287,"n-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
288,duroquinone,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
289,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-1,3-thiazol-4(5h)-one",2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
290,succinic acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
291,stannsoporfin,2,0,"[2, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
292,chlorambucil,2,0,"[3, 4]",[],0.0,-1.0,-0.1764705882352941,-0.1034482758620689,0.1395348837209302,0,-1.4142135623730951,-0.727606875108999,-0.5570860145311556,1.829982843991256
293,omega-6 fatty acids,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
294,balsalazide,2,0,"[4, 5]",[],0.0,1.0,0.1764705882352941,0.2413793103448276,0.1104651162790697,0,1.4142135623730951,0.727606875108999,1.299867367239363,1.4487364181597444
295,7-{[(cyclohexylamino)carbonyl]amino}heptanoic acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
296,dipyrithione,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
297,"cp-166572, 2-hydroxymethyl-4-(4-n,n-dimethylaminosulfonyl-1-piperazino)-pyrimidine",2,0,"[2, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
298,ebselen,2,0,"[3, 4]",[],0.0,0.0,-0.5294117647058824,-0.3103448275862069,-0.063953488372093,0,0.0,-2.182820625326997,-1.6712580435934667,-0.8387421368293257
299,cariporide,2,2,"[1, 2]","[3, 4]",0.0,0.0,-0.1764705882352941,-0.1034482758620689,-0.127906976744186,0,0.0,-0.727606875108999,-0.5570860145311556,-1.6774842736586515
300,alanosine,2,1,"[1, 2]",[3],,,,,,0,0.0,0.0,0.0,0.0
301,aceclofenac,2,0,"[4, 5]",[],0.0,-1.0,0.0588235294117647,-0.0344827586206896,0.1046511627906976,0,-1.4142135623730951,0.2425356250363329,-0.1856953381770518,1.372487132993442
302,hydroquinone,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
303,icatibant,2,0,"[2, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
304,xl765,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
305,fenofibrate,2,1,"[3, 5]",[4],0.0,0.0,-0.2941176470588235,-0.2413793103448276,0.2034883720930232,0,0.0,-1.212678125181665,-1.299867367239363,2.6687249808205817
306,flurbiprofen,2,0,"[4, 5]",[],0.0,1.0,0.6470588235294118,0.4482758620689655,-0.0813953488372093,0,1.4142135623730951,2.667891875399663,2.4140393963016744,-1.0674899923282328
307,ar-9281,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
308,indirubin-3'-monoxime,2,0,"[1, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
309,"6,6-dimethyl-1-[3-(2,4,5-trichlorophenoxy)propoxy]-1,6-dihydro-1,3,5-triazine-2,4-diamine",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
310,biopterin,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
311,lornoxicam,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
312,obeticholic acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
313,bryostatin 1,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
314,(s)-alpha-methyl-4-carboxyphenylglycine,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
315,n-cyclohexyl-n'-decylurea,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
316,amlexanox,2,0,"[3, 4]",[],0.0,-1.0,0.0588235294117647,0.3103448275862069,0.0581395348837209,0,-1.4142135623730951,0.2425356250363329,1.6712580435934667,0.7624928516630233
317,droxicam,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
318,nabumetone,2,0,"[4, 5]",[],0.0,-1.0,-0.2941176470588235,-0.1034482758620689,0.1511627906976744,0,-1.4142135623730951,-1.212678125181665,-0.5570860145311556,1.9824814143238605
319,imino-tryptophan,2,1,"[3, 4]",[5],,,,,,0,0.0,0.0,0.0,0.0
320,aica ribonucleotide,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
321,deoxycholic acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
322,tirapazamine,2,0,"[3, 4]",[],0.0,0.0,0.5294117647058824,0.1724137931034483,0.0174418604651162,0,0.0,2.182820625326997,0.9284766908852594,0.228747855498907
323,risedronic acid,2,2,"[4, 5]","[2, 3]",,,,,,0,0.0,0.0,0.0,0.0
324,salmon calcitonin,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
325,zinc substituted heme c,2,0,"[1, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
326,anagrelide,2,0,"[1, 2]",[],0.0,1.0,0.1764705882352941,0.1034482758620689,0.1511627906976744,0,1.4142135623730951,0.727606875108999,0.5570860145311556,1.9824814143238605
327,trilaciclib,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
328,ubiquinone q2,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
329,selgantolimod,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
330,isoprenaline,2,0,"[4, 5]",[],0.0,1.0,0.2941176470588235,0.3793103448275862,0.1744186046511628,0,1.4142135623730951,1.212678125181665,2.0426487199475702,2.28747855498907
331,phosphonoacetohydroxamic acid,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
332,bufexamac,2,0,"[4, 5]",[],0.0,0.0,-0.0588235294117647,-0.0344827586206896,-0.0581395348837209,0,0.0,-0.2425356250363329,-0.1856953381770518,-0.7624928516630233
333,desmopressin,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
334,verdoheme,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
335,"n,n-dimethylarginine",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
336,methionine,2,1,"[4, 5]",[3],,,,,,0,0.0,0.0,0.0,0.0
337,"n-[4-([(2-amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2e)-3-[4-carbamoyl-1-(5-o-phosphono-beta-d-ribofuranosyl)-1h-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-l-glutamic acid",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
338,"7-(5-deoxy-beta-d-ribofuranosyl)-5-iodo-7h-pyrrolo[2,3-d]pyrimidin-4-amine",2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
339,salsalate,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
340,anx-510,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
341,thymectacin,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
342,dichlorobenzene,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
343,acid yellow 54 free acid,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
344,(4r)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
345,"3-(hydroxymethyl)-1-methyl-5-(2-methylaziridin-1-yl)-2-phenyl-1h-indole-4,7-dione",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
346,"bishydroxy[2h-1-benzopyran-2-one,1,2-benzopyrone]",2,1,"[1, 2]",[3],,,,,,0,0.0,0.0,0.0,0.0
347,bis(adenosine)-5'-pentaphosphate,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
348,aminopterin,2,1,"[3, 4]",[5],,,,,,0,0.0,0.0,0.0,0.0
349,mitoxantrone,2,0,"[4, 5]",[],0.0,0.0,0.2941176470588235,0.1034482758620689,-0.0930232558139534,0,0.0,1.212678125181665,0.5570860145311556,-1.219988562660837
350,"3-carboxy-n,n,n-trimethyl-2-(octanoyloxy)propan-1-aminium",2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
351,taurochenodeoxycholic acid,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
352,di-stearoyl-3-sn-phosphatidylethanolamine,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
353,"3,4-dihydro-2h-pyrrolium-5-carboxylate",2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
354,fructose-6-phosphate,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
355,ly249543,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
356,ly374571,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
357,6-{[(cyclohexylamino)carbonyl]amino}hexanoic acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
358,"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid",2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
359,3-hydroxybutyryl-coenzyme a,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
360,n-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
361,"2-hexyloxy-6-hydroxymethyl-tetrahydro-pyran-3,4,5-triol",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
362,tamoxifen,2,0,"[4, 5]",[],0.0,0.0,-0.2941176470588235,-0.2413793103448276,-0.0232558139534883,0,0.0,-1.212678125181665,-1.299867367239363,-0.3049971406652093
363,phosphoenolpyruvate,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
364,nicotinamide,2,0,"[4, 5]",[],0.0,0.0,0.1764705882352941,0.0344827586206896,-0.1395348837209302,0,0.0,0.727606875108999,0.1856953381770518,-1.829982843991256
365,nu1025,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
366,azoxystrobin,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
367,lx1031,2,1,"[2, 3]",[4],,,,,,0,0.0,0.0,0.0,0.0
368,bevasiranib,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
369,n-{4-methyl-3-[(3-pyrimidin-4-ylpyridin-2-yl)amino]phenyl}-3-(trifluoromethyl)benzamide,2,1,"[1, 2]",[3],,,,,,0,0.0,0.0,0.0,0.0
370,"4-({(2r,5s)-2,5-dimethyl-4-[(2r)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]piperazin-1-yl}carbonyl)benzonitrile",2,2,"[1, 2]","[3, 4]",,,,,,0,0.0,0.0,0.0,0.0
371,s-hydroxymethyl glutathione,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
372,opc-14523,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
373,cambinol,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
374,cimicoxib,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
375,etodolac,2,0,"[4, 5]",[],0.0,1.0,0.1764705882352941,0.1034482758620689,-0.1511627906976744,0,1.4142135623730951,0.727606875108999,0.5570860145311556,-1.9824814143238605
376,fenofibric acid,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
377,bms-181156,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
378,alclofenac,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
379,guanidine-3-propanol,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
380,veliparib,2,0,"[4, 5]",[],0.0,0.0,-0.1764705882352941,-0.2413793103448276,0.2093023255813953,0,0.0,-0.727606875108999,-1.299867367239363,2.744974265986884
381,veglin,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
382,fradafiban,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
383,adapalene,2,0,"[1, 2]",[],0.0,0.0,0.2941176470588235,0.1724137931034483,-0.2558139534883721,0,0.0,1.212678125181665,0.9284766908852594,-3.354968547317303
384,lyme disease vaccine (recombinant ospa),2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
385,1-(2-fluorobenzyl)-3-butyl-8-(n-acetyl-4-aminobenzyl)-xanthine,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
386,"(5s)-3-anilino-5-(2,4-difluorophenyl)-5-methyl-1,3-oxazolidine-2,4-dione",2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
387,"1d-myo-inositol 1,4,5-trisphosphate",2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
388,torcetrapib,2,0,"[3, 4]",[],0.0,-1.0,0.4117647058823529,0.3103448275862069,-0.0697674418604651,0,-1.4142135623730951,1.697749375254331,1.6712580435934667,-0.914991421995628
389,1-allyl-3-butyl-8-(n-acetyl-4-aminobenzyl)-xanthine,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
390,firocoxib,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
391,drospirenone,2,1,"[4, 5]",[3],0.0,-1.0,-0.4117647058823529,-0.3103448275862069,-0.0116279069767441,0,-1.4142135623730951,-1.697749375254331,-1.6712580435934667,-0.1524985703326046
392,ns-398,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
393,cd564,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
394,sr11254,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
395,streptomycin,2,0,"[3, 4]",[],,,,,,0,0.0,0.0,0.0,0.0
396,tolfenamic acid,2,0,"[4, 5]",[],,,,,,0,0.0,0.0,0.0,0.0
397,enzastaurin,2,0,"[1, 2]",[],0.0,0.0,0.1764705882352941,0.1034482758620689,0.2209302325581395,0,0.0,0.727606875108999,0.5570860145311556,2.897472836319489
398,milrinone,2,0,"[1, 2]",[],0.0,0.0,0.4117647058823529,0.2413793103448276,0.127906976744186,0,0.0,1.697749375254331,1.299867367239363,1.6774842736586515
399,magnesium gluconate,2,0,"[1, 2]",[],,,,,,0,0.0,0.0,0.0,0.0
