,drug_name,Epigenetic alterations count,Epigenetic alterations count marg,Epigenetic alterations,Epigenetic alterations marg,Cmap pAGE Epigenetic alterations level1,Cmap pAGE Epigenetic alterations level2,Cmap pAGE Epigenetic alterations level3,Cmap pAGE Epigenetic alterations level4,Cmap pAGE Epigenetic alterations level5,Cmap pAGE Epigenetic alterations level1 z_score,Cmap pAGE Epigenetic alterations level2 z_score,Cmap pAGE Epigenetic alterations level3 z_score,Cmap pAGE Epigenetic alterations level4 z_score,Cmap pAGE Epigenetic alterations level5 z_score
176,amitifadine,2,1,"[3, 5]",[4],0.0,0.1428571428571428,0.4117647058823529,0.1111111111111111,-0.0154798761609907,0.0,0.3779644730092272,1.697749375254331,0.6666666666666666,-0.2782074420373286
177,infliximab,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
178,corticotropin,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
179,clofazimine,2,0,"[2, 3]",[],0.0,-0.4285714285714285,-0.5294117647058824,-0.3888888888888889,-0.0340557275541795,0.0,-1.1338934190276817,-2.182820625326997,-2.3333333333333335,-0.6120563724821229
180,manganese,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
181,indomethacin,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
182,tributyltin,2,0,"[1, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
183,bosutinib,2,0,"[1, 2]",[],-1.0,-1.0,-0.5294117647058824,-0.5,-0.1640866873065015,-1.4142135623730951,-2.6457513110645907,-2.182820625326997,-3.0,-2.9489988855956835
184,epothilone d,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
185,paricalcitol,2,1,"[2, 3]",[4],0.0,-0.4285714285714285,-0.1764705882352941,-0.1111111111111111,-0.0712074303405572,0.0,-1.1338934190276817,-0.727606875108999,-0.6666666666666666,-1.2797542333717116
186,oxaprozin,2,0,"[2, 3]",[],-1.0,0.1428571428571428,0.1764705882352941,0.2222222222222222,-0.0030959752321981,-1.4142135623730951,0.3779644730092272,0.727606875108999,1.3333333333333333,-0.0556414884074657
187,"4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol",2,1,"[4, 5]",[1],,,,,,0.0,0.0,0.0,0.0,0.0
188,dexanabinol,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
189,gevokizumab,2,0,"[2, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
190,tisotumab vedotin,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
191,lenacapavir,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
192,cannabidivarin,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
193,sgn-30,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
194,bromfenac,2,0,"[2, 3]",[],0.0,0.1428571428571428,0.0588235294117647,0.0555555555555555,-0.0154798761609907,0.0,0.3779644730092272,0.2425356250363329,0.3333333333333333,-0.2782074420373286
195,1-(4-iodobenzoyl)-5-methoxy-2-methyl indole-3-acetic acid,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
196,4'-deoxy-4'-acetylyamino-pyridoxal-5'-phosphate,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
197,trametinib,2,0,"[1, 2]",[],1.0,0.4285714285714285,0.2941176470588235,0.0,-0.0897832817337461,1.4142135623730951,1.1338934190276817,1.212678125181665,0.0,-1.6136031638165058
198,rosiglitazone,2,0,"[2, 3]",[],-1.0,-0.4285714285714285,-0.2941176470588235,-0.1111111111111111,-0.0154798761609907,-1.4142135623730951,-1.1338934190276817,-1.212678125181665,-0.6666666666666666,-0.2782074420373286
199,salsalate,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
200,tocilizumab,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
201,droxicam,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
202,glycol salicylate,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
203,atp,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
204,ripretinib,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
205,2-bromoacetyl group,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
206,plinabulin,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
207,dpb-t,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
208,posaconazole,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
209,fulvestrant,2,0,"[2, 4]",[],0.0,-0.1428571428571428,-0.0588235294117647,-0.3888888888888889,-0.1083591331269349,0.0,-0.3779644730092272,-0.2425356250363329,-2.3333333333333335,-1.9474520942613005
210,busulfan,2,0,"[1, 2]",[],0.0,-0.1428571428571428,-0.1764705882352941,-0.1111111111111111,0.0030959752321981,0.0,-0.3779644730092272,-0.727606875108999,-0.6666666666666666,0.0556414884074657
211,bufexamac,2,0,"[2, 3]",[],0.0,0.0,0.1176470588235294,-0.1944444444444444,0.0123839009287925,0.0,0.0,0.4850712500726659,-1.1666666666666667,0.2225659536298629
212,tyrosine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
213,ame-527,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
214,flurbiprofen methyl ester,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
215,corticosterone,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
216,phosphorylcolamine,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
217,3-ethyl-2-(4-hydroxyphenyl)-2h-indazol-5-ol,2,1,"[4, 5]",[1],,,,,,0.0,0.0,0.0,0.0,0.0
218,hydrocortamate,2,0,"[2, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
219,lefamulin,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
220,choline magnesium trisalicylate,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
221,tris(hydroxyethyl)aminomethane,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
222,"6,6-dimethyl-1-[3-(2,4,5-trichlorophenoxy)propoxy]-1,6-dihydro-1,3,5-triazine-2,4-diamine",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
223,5-monophosphate-9-beta-d-ribofuranosyl xanthine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
224,indigo,2,0,"[1, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
225,fludrocortisone,2,1,"[2, 4]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
226,dexketoprofen,2,0,"[2, 3]",[],1.0,0.5714285714285714,0.3529411764705882,0.3055555555555556,-0.0123839009287925,1.4142135623730951,1.511857892036909,1.455213750217998,1.8333333333333337,-0.2225659536298629
227,tiaprofenic acid,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
228,"(9r,10r)-9-(s-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
229,l-saccharopine,2,0,"[2, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
230,3-hydroxybutyryl-coenzyme a,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
231,dactinomycin,2,1,"[2, 3]",[4],1.0,0.4285714285714285,0.2941176470588235,0.2777777777777778,0.0402476780185758,1.4142135623730951,1.1338934190276817,1.212678125181665,1.6666666666666667,0.7233393492970543
232,trolamine salicylate,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
233,sd-0006,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
234,norethisterone,2,1,"[3, 4]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
235,triazolopyridine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
236,3-fluoro-5-morpholin-4-yl-n-[1-(2-pyridin-4-ylethyl)-1h-indol-6-yl]benzamide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
237,"4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol",2,1,"[4, 5]",[1],,,,,,0.0,0.0,0.0,0.0,0.0
238,px-478,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
239,"cyclic 3',5'-thymidine monophosphate",2,1,"[3, 4]",[5],,,,,,0.0,0.0,0.0,0.0,0.0
240,"8-(2-chlorophenylamino)-2-(2,6-difluorophenylamino)-9-ethyl-9h-purine-1,7-diium",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
241,(+)-2-(4-biphenyl)propionic acid,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
242,adalimumab,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
243,acetic acid salicyloyl-amino-ester,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
244,etoposide,2,0,"[2, 3]",[],0.0,-0.1428571428571428,-0.1764705882352941,-0.3333333333333333,-0.1764705882352941,0.0,-0.3779644730092272,-0.727606875108999,-2.0,-3.1715648392255464
245,"6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-n-(1-methylethyl)-1,3-benzothiazol-2-amine",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
246,benzene hexacarboxylic acid,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
247,dexniguldipine,2,0,"[2, 3]",[],-1.0,-0.2857142857142857,-0.2352941176470588,-0.3611111111111111,-0.1424148606811145,-1.4142135623730951,-0.7559289460184545,-0.970142500145332,-2.166666666666667,-2.559508466743423
248,patupilone,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
249,zaltoprofen,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
250,golimumab,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
251,1-(5-tert-butyl-2-methyl-2h-pyrazol-3-yl)-3-(4-chloro-phenyl)-urea,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
252,neflamapimod,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
253,eravacycline,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
254,"n~3~-cyclopropyl-n~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
255,2-(ethoxymethyl)-4-(4-fluorophenyl)-3-[2-(2-hydroxyphenoxy)pyrimidin-4-yl]isoxazol-5(2h)-one,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
256,"3-(4-fluorophenyl)-1-hydroxy-2-(pyridin-4-yl)-1h-pyrrolo[3,2-b]pyridine",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
257,"n-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1r)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
258,thymidine monophosphate,2,0,"[1, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
259,onercept,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
260,n-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
261,doramapimod,2,0,"[3, 4]",[],0.0,-0.7142857142857143,-0.5294117647058824,-0.3888888888888889,-0.0712074303405572,0.0,-1.8898223650461363,-2.182820625326997,-2.3333333333333335,-1.2797542333717116
262,4-(4-fluorophenyl)-1-cycloropropylmethyl-5-(4-pyridyl)-imidazole,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
263,tazarotene,2,1,"[1, 2]",[5],-1.0,-0.7142857142857143,-0.1764705882352941,0.0555555555555555,0.0340557275541795,-1.4142135623730951,-1.8898223650461363,-0.727606875108999,0.3333333333333333,0.6120563724821229
264,"n-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
265,r-1487,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
266,pn0621,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
267,"2-(2,6-difluorophenoxy)-n-(2-fluorophenyl)-9-isopropyl-9h-purin-8-amine",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
268,antrafenine,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
269,n-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
270,"n-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1h-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
271,4-(2-hydroxybenzylamino)-n-(3-(4-fluorophenoxy)phenyl)piperidine-1-sulfonamide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
272,"n-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
273,"6-methyl-2(propane-1-sulfonyl)-2h-thieno[3,2-d][1,2,3]diazaborinin-1-ol",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
274,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
275,alitretinoin,2,1,"[1, 2]",[5],0.0,0.1428571428571428,-0.2941176470588235,-0.3333333333333333,0.0092879256965944,0.0,0.3779644730092272,-1.212678125181665,-2.0,0.1669244652223971
276,xl999,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
277,pr-104,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
278,opaganib,2,1,"[2, 5]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
279,p54,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
280,n-[4-chloro-3-(pyridin-3-yloxymethyl)-phenyl]-3-fluoro-,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
281,dexverapamil,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
282,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1s)-1-(hydroxymethyl)propyl]acetamide,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
283,"3-(2-chlorophenyl)-1-(2-{[(1s)-2-hydroxy-1,2-dimethylpropyl]amino}pyrimidin-4-yl)-1-(4-methoxyphenyl)urea",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
284,afelimomab,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
285,doxorubicin,2,0,"[2, 3]",[],1.0,0.4285714285714285,0.0588235294117647,0.1111111111111111,0.0897832817337461,1.4142135623730951,1.1338934190276817,0.2425356250363329,0.6666666666666666,1.6136031638165058
286,4-[5-(3-iodo-phenyl)-2-(4-methanesulfinyl-phenyl)-1h-imidazol-4-yl]-pyridine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
287,isavuconazonium,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
288,4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1h-imidazol-2-yl]-piperidine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
289,inhibitor of p38 kinase,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
290,[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl][3-(piperidin-4-yloxy)phenyl]methanone,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
291,mifamurtide,2,0,"[2, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
292,"4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
293,desonide,2,0,"[2, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
294,tofacitinib,2,0,"[3, 4]",[],1.0,0.7142857142857143,0.2941176470588235,0.3333333333333333,0.1083591331269349,1.4142135623730951,1.8898223650461363,1.212678125181665,2.0,1.9474520942613005
295,caffeine,2,0,"[1, 2]",[],0.0,-0.1428571428571428,0.2941176470588235,0.1666666666666666,-0.0030959752321981,0.0,-0.3779644730092272,1.212678125181665,1.0,-0.0556414884074657
296,"[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl](3-{[(2r)-2,3-dihydroxypropyl]oxy}phenyl)methanone",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
297,losartan,2,0,"[2, 3]",[],1.0,0.7142857142857143,0.5294117647058824,0.1111111111111111,0.0773993808049535,1.4142135623730951,1.8898223650461363,2.182820625326997,0.6666666666666666,1.391037210186643
298,dofequidar,2,0,"[2, 3]",[],0.0,-0.7142857142857143,-0.2941176470588235,-0.1666666666666666,0.0216718266253869,0.0,-1.8898223650461363,-1.212678125181665,-1.0,0.38949041885226
299,"n-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
300,4-(fluorophenyl)-1-cyclopropylmethyl-5-(2-amino-4-pyrimidinyl)imidazole,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
301,metocurine iodide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
302,ph-797804,2,0,"[3, 4]",[],-1.0,-0.4285714285714285,0.0588235294117647,0.1111111111111111,-0.0030959752321981,-1.4142135623730951,-1.1338934190276817,0.2425356250363329,0.6666666666666666,-0.0556414884074657
303,p-(2'-iodo-5'-thenoyl)hydrotropic acid,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
304,emopamil,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
305,"4-[3-methylsulfanylanilino]-6,7-dimethoxyquinazoline",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
306,4-[3-(4-fluorophenyl)-1h-pyrazol-4-yl]pyridine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
307,"1-(2,6-dichlorophenyl)-5-(2,4-difluorophenyl)-7-piperidin-4-yl-3,4-dihydroquinolin-2(1h)-one",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
308,isosorbide mononitrate,2,1,"[2, 3]",[1],,,,,,0.0,0.0,0.0,0.0,0.0
309,"1-(2,6-dichlorophenyl)-5-(2,4-difluorophenyl)-7-piperazin-1-yl-3,4-dihydroquinazolin-2(1h)-one",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
310,talmapimod,2,0,"[4, 5]",[],0.0,0.4285714285714285,0.0588235294117647,0.1111111111111111,0.0030959752321981,0.0,1.1338934190276817,0.2425356250363329,0.6666666666666666,0.0556414884074657
311,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1r)-1-(hydroxymethyl)propyl]acetamide,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
312,3-fluoro-n-1h-indol-5-yl-5-morpholin-4-ylbenzamide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
313,cardarine,2,1,"[4, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
314,2-chlorophenol,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
315,digitoxin,2,0,"[2, 3]",[],-1.0,-0.7142857142857143,-0.4117647058823529,-0.2222222222222222,-0.1455108359133126,-1.4142135623730951,-1.8898223650461363,-1.697749375254331,-1.3333333333333333,-2.6151499551508888
316,tinidazole,2,0,"[2, 3]",[],0.0,-0.7142857142857143,-0.1764705882352941,0.0,0.0247678018575851,0.0,-1.8898223650461363,-0.727606875108999,0.0,0.4451319072597258
317,3-(1-naphthylmethoxy)pyridin-2-amine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
318,6((s)-3-benzylpiperazin-1-yl)-3-(naphthalen-2-yl)-4-(pyridin-4-yl)pyrazine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
319,"n,4-dimethyl-3-[(1-phenyl-1h-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
320,genistein,2,0,"[1, 2]",[],1.0,0.1428571428571428,0.5294117647058824,0.1111111111111111,-0.0030959752321981,1.4142135623730951,0.3779644730092272,2.182820625326997,0.6666666666666666,-0.0556414884074657
321,3-fluoro-5-morpholin-4-yl-n-[3-(2-pyridin-4-ylethyl)-1h-indol-5-yl]benzamide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
322,"n-[(3z)-5-tert-butyl-2-phenyl-1,2-dihydro-3h-pyrazol-3-ylidene]-n'-(4-chlorophenyl)urea",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
323,"n-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
324,2-fluoro-4-[4-(4-fluorophenyl)-1h-pyrazol-3-yl]pyridine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
325,4-phenoxy-n-(pyridin-2-ylmethyl)benzamide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
326,(r)-3-hydroxytetradecanoic acid,2,0,"[2, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
327,n-(3-tert-butyl-1h-pyrazol-5-yl)-n'-{4-chloro-3-[(pyridin-3-yloxy)methyl]phenyl}urea,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
328,cpi-1205,2,1,"[3, 4]",[5],,,,,,0.0,0.0,0.0,0.0,0.0
329,neratinib,2,0,"[2, 4]",[],0.0,0.0,0.1176470588235294,0.1944444444444444,0.0433436532507739,0.0,0.0,0.4850712500726659,1.1666666666666667,0.7789808377045201
330,pimasertib,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
331,cholesterol,2,0,"[2, 3]",[],,,,,,0.0,0.0,0.0,0.0,0.0
332,osi-930,2,0,"[1, 2]",[],0.0,-0.2857142857142857,-0.4705882352941176,-0.5277777777777778,-0.0619195046439628,0.0,-0.7559289460184545,-1.940285000290664,-3.166666666666667,-1.1128297681493144
333,atiprimod,2,1,"[4, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
334,npi 32101,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
335,afimetoran,2,0,"[2, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
336,leukotriene b4,2,1,"[1, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
337,kifunensine,2,1,"[2, 3]",[4],0.0,0.1428571428571428,0.0588235294117647,-0.1111111111111111,0.0773993808049535,0.0,0.3779644730092272,0.2425356250363329,-0.6666666666666666,1.391037210186643
338,lyme disease vaccine (recombinant ospa),2,0,"[1, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
339,ic261,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
340,amgn-0007,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
341,dequalinium,2,1,"[1, 2]",[3],-1.0,-0.5714285714285714,-0.2352941176470588,-0.3611111111111111,-0.0495356037151702,-1.4142135623730951,-1.511857892036909,-0.970142500145332,-2.166666666666667,-0.8902638145194516
342,denosumab,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
343,"dimethyl (1r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",2,1,"[4, 5]",[1],,,,,,0.0,0.0,0.0,0.0,0.0
344,regorafenib,2,0,"[1, 2]",[],-1.0,-0.7142857142857143,-0.5294117647058824,-0.4444444444444444,-0.1393188854489164,-1.4142135623730951,-1.8898223650461363,-2.182820625326997,-2.6666666666666665,-2.5038669783359575
345,"4-({(2r,5s)-2,5-dimethyl-4-[(2r)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]piperazin-1-yl}carbonyl)benzonitrile",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
346,amrinone,2,0,"[1, 2]",[],0.0,-0.4285714285714285,-0.1764705882352941,-0.0555555555555555,0.0402476780185758,0.0,-1.1338934190276817,-0.727606875108999,-0.3333333333333333,0.7233393492970543
347,"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2h)-one",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
348,omalizumab,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
349,muraglitazar,2,2,"[1, 2]","[4, 5]",,,,,,0.0,0.0,0.0,0.0,0.0
350,"{4-[2,2-bis(5-methyl-1,2,4-oxadiazol-3-yl)-3-phenylpropyl]phenyl}sulfamic acid",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
351,trapidil,2,0,"[1, 2]",[],1.0,0.5714285714285714,0.0,-0.0277777777777777,-0.1114551083591331,1.4142135623730951,1.511857892036909,0.0,-0.1666666666666666,-2.003093582668766
352,arginineamide,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
353,fostamatinib,2,0,"[1, 2]",[],-1.0,0.2857142857142857,0.3529411764705882,0.3611111111111111,0.0247678018575851,-1.4142135623730951,0.7559289460184545,1.455213750217998,2.166666666666667,0.4451319072597258
354,tuberculin purified protein derivative,2,1,"[1, 5]",[2],,,,,,0.0,0.0,0.0,0.0,0.0
355,spaglumic acid,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
356,"4-[(1s,2s,5s,9r)-5-(hydroxymethyl)-8,9-dimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",2,1,"[4, 5]",[1],,,,,,0.0,0.0,0.0,0.0,0.0
