,drug_name,Exhaustion of stem cells count,Exhaustion of stem cells count marg,Exhaustion of stem cells,Exhaustion of stem cells marg,Cmap pAGE Exhaustion of stem cells level1,Cmap pAGE Exhaustion of stem cells level2,Cmap pAGE Exhaustion of stem cells level3,Cmap pAGE Exhaustion of stem cells level4,Cmap pAGE Exhaustion of stem cells level5,Cmap pAGE Exhaustion of stem cells level1 z_score,Cmap pAGE Exhaustion of stem cells level2 z_score,Cmap pAGE Exhaustion of stem cells level3 z_score,Cmap pAGE Exhaustion of stem cells level4 z_score,Cmap pAGE Exhaustion of stem cells level5 z_score
194,"5-quinoxalin-6-ylmethylene-thiazolidine-2,4-dione",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
195,"2,4-diamino-5-methyl-6-[(3,4,5-trimethoxy-n-methylanilino)methyl]pyrido[2,3-d]pyrimidine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
196,iclaprim,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
197,(z)-3-benzyl-5-(2-hydroxy-3-nitrobenzylidene)-2-thioxothiazolidin-4-one,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
198,[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
199,"5-[(3r)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
200,"5-[(3r)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
201,vadimezan,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
202,4-(hydroxymethyl)benzamidine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
203,"undeca-3,7-diene-1,3,7,11-tetracarbaldehyde",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
204,zimelidine,2,1,"[3, 4]",[5],,,-0.3333333333333333,0.3333333333333333,0.1428571428571428,0,0,-0.5773502691896256,0.8164965809277259,0.6546536707079771
205,myristoyl-coa,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
206,etacrynic acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
207,(2r)-n-hydroxy-2-[(3s)-3-methyl-3-{4-[(2-methylquinolin-4-yl)methoxy]phenyl}-2-oxopyrrolidin-1-yl]propanamide,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
208,tas-108,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
209,"2,4-diamino-6-[n-(3',4',5'-trimethoxybenzyl)-n-methylamino]pyrido[2,3-d]pyrimidine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
210,elacestrant,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
211,dehydro-2(s)-amino-6-boronohexanoic acid,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
212,propyl gallate,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
213,ractopamine,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
214,6-[2-(1h-indol-6-yl)ethyl]pyridin-2-amine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
215,"4-({4-[(4-aminobut-2-ynyl)oxy]phenyl}sulfonyl)-n-hydroxy-2,2-dimethylthiomorpholine-3-carboxamide",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
216,"(3as,4r,9br)-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-9-ol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
217,"(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
218,chf 4227,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
219,4-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-butyric acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
220,"(3s)-4-{[4-(but-2-ynyloxy)phenyl]sulfonyl}-n-hydroxy-2,2-dimethylthiomorpholine-3-carboxamide",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
221,"5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
222,"2,4-diamino-6-[n-(3',5'-dimethoxybenzyl)-n-methylamino]pyrido[2,3-d]pyrimidine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
223,(3s)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
224,"2-phenyl-1-[4-(2-piperidin-1-yl-ethoxy)-phenyl]-1,2,3,4-tetrahydro-isoquinolin-6-ol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
225,"(1s,3r,6s)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
226,ap1081,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
227,benzophenone,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
228,bazedoxifene,2,0,"[4, 5]",[],,,-0.3333333333333333,-0.3333333333333333,-0.238095238095238,0,0,-0.5773502691896256,-0.8164965809277259,-1.0910894511799618
229,propyl alcohol,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
230,3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
231,piritrexim,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
232,"6-(octahydro-1h-indol-1-ylmethyl)decahydroquinazoline-2,4-diamine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
233,anifrolumab,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
234,afimoxifene,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
235,"n6-(2,5-dimethoxy-benzyl)-n6-methyl-pyrido[2,3-d]pyrimidine-2,4,6-triamine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
236,"1-[4-(octahydro-pyrido[1,2-a]pyrazin-2-yl)-phenyl]-2-phenyl-1,2,3,4-tetrahydro-isoquinolin-6-ol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
237,arzoxifene,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
238,genistein,2,0,"[4, 5]",[],,,1.0,0.3333333333333333,-0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,-0.2182178902359923
239,"2,4-diamino-6-[n-(2',5'-dimethoxybenzyl)-n-methylamino]quinazoline",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
240,corifollitropin alfa,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
241,levmetamfetamine,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
242,"[n-[n-(4-methoxy-2,3,6-trimethylphenylsulfonyl)-l-aspartyl]-d-(4-amidino-phenylalanyl)]-piperidine",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
243,allylestrenol,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
244,"(1r,2s)-2-phenylcyclopropanaminium",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
245,"[2'-hydroxy-3'-(1h-pyrrolo[3,2-c]pyridin-2-yl)-biphenyl-3-ylmethyl]-urea",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
246,n-alpha-(2-naphthylsulfonyl)-n(3-amidino-l-phenylalaninyl)-4-acetyl-piperazine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
247,"(3as,4r,9br)-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
248,"2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
249,"2,5-o,o-bis-{4',4''-amidinophenyl}-1,4:3,6-dianhydro-d-sorbitol",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
250,[3-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-propyl-]-phosphonic acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
251,urea,2,1,"[3, 4]",[5],,,0.3333333333333333,0.6666666666666666,0.5238095238095238,0,0,0.5773502691896256,1.6329931618554518,2.400396792595916
252,dtp-348,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
253,"diethyl (1r,2s,3r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
254,"4-[1-allyl-7-(trifluoromethyl)-1h-indazol-3-yl]benzene-1,3-diol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
255,aeruginosin 98-b,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
256,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
257,"(2s,3r)-2-[[4-(tert-butylcarbamoyl)piperazine-1-carbonyl]amino]-6-(diaminomethylideneamino)-3-formylhexanoic acid",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
258,4-(methylsulfonyl)benzenecarboximidamide,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
259,"[4-(6-chloro-naphthalene-2-sulfonyl)-piperazin-1-yl]-(3,4,5,6-tetrahydro-2h-[1,4']bipyridinyl-4-yl)-methanone",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
260,bis(5-amidino-benzimidazolyl)methanone zinc,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
261,beta-naphthoflavone,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
262,n-[2-(2-iodo-5-methoxy-1h-indol-3-yl)ethyl]acetamide,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
263,n-alpha-(2-naphthylsulfonyl)-n-(3-amidino-l-phenylalaninyl)-d-pipecolinic acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
264,streptokinase,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
265,rwj-56423,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
266,"4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
267,rwj-51084,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
268,rpr128515,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
269,2-(2-methylphenyl)-1h-indole-5-carboximidamide,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
270,2-(2-methylphenyl)-1h-indole-6-carboximidamide,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
271,2-(4-hydroxy-5-phenyl-1h-pyrazol-3-yl)-1h-benzoimidazole-5-carboxamidine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
272,"1,4:3,6-dianhydro-2-o-(3-carbamimidoylphenyl)-5-o-(4-carbamimidoylphenyl)-d-glucitol",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
273,zk-806450,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
274,1-(4-amidinophenyl)-3-(4-chlorophenyl)urea,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
275,"dimethyl (1r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
276,"4-[(1s,2s,5s,9r)-5-(hydroxymethyl)-8,9-dimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
277,"(3r)-3-(fluoromethyl)-7-(thiomorpholin-4-ylsulfonyl)-1,2,3,4-tetrahydroisoquinoline",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
278,6-phenyl-4(r)-(7-phenyl-heptanoylamino)-hexanoic acid,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
279,anatibant,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
280,antithymocyte immunoglobulin (rabbit),2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
281,elaidamide,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
282,[n-(benzyloxycarbonyl)amino](4-amidinophenyl)methane-phosphonate,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
283,labradimil,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
284,"4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
285,kh064,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
286,2-(2-hydroxy-phenyl)-1h-indole-5-carboxamidine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
287,n-alpha-(2-naphthylsulfonyl)-n(3-amidino-l-phenylalaninyl)isopipecolinic acid methyl ester,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
288,"(9alpha,13beta,17beta)-2-[(1z)-but-1-en-1-yl]estra-1,3,5(10)-triene-3,17-diol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
289,benzo[b]thiophene-2-carboxamidine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
290,"(9beta,11alpha,13alpha,14beta,17alpha)-11-(methoxymethyl)estra-1(10),2,4-triene-3,17-diol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
291,cra_9678,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
292,cra_9076,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
293,bis(5-amidino-2-benzimidazolyl)methane ketone,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
294,1-{[1-(2-amino-3-phenyl-propionyl)-pyrrolidine-2-carbonyl]-amino}-2-(3-cyano-phenyl)-ethaneboronic acid,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
295,s-2-(boronoethyl)-l-cysteine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
296,amylamine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
297,bis(5-amidino-2-benzimidazolyl)methanone,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
298,bis(5-amidino-2-benzimidazolyl)methane ketone hydrate,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
299,arotinoid acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
300,1-(2-amidinophenyl)-3-(phenoxyphenyl)urea,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
301,(1-benzyl-5-methoxy-2-methyl-1h-indol-3-yl)acetic acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
302,+/-methyl 4-(aminoiminomethyl)-beta-[3- inh (aminoimino)phenyl]benzene pentanoate,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
303,"(4r)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
304,4-{[1-methyl-5-(2-methyl-benzoimidazol-1-ylmethyl)-1h-benzoimidazol-2-ylmethyl]-amino}-benzamidine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
305,17-methyl-17-alpha-dihydroequilenin,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
306,"4-[(1s,2r,5s)-4,4,8-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
307,"4-[(1s,2s,5s)-5-(hydroxymethyl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
308,"3-{5-[amino(iminio)methyl]-1h-indol-2-yl}-5-methoxy-1,1'-biphenyl-2-olate",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
309,"4-[(1s,2s,5s)-5-(hydroxymethyl)-8-methyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
310,tretazicar,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
311,"(3s)-3-hydroxy-1-methyl-2,3-dihydro-1h-indole-5,6-dione",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
312,zk-805623,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
313,"1,2,3,4-tetrahydro-isoquinoline-7-sulfonic acid amide",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
314,enzacamene,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
315,phentermine,2,0,"[3, 4]",[],,,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,-0.5773502691896256,0.8164965809277259,1.5275252316519463
316,cra_11092,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
317,2-(3-methylphenyl)-1h-indole-5-carboximidamide,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
318,nor-noha,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
319,[4-({[5-benzyloxy-1-(3-carbamimidoyl-benzyl)-1h-indole-2-carbonyl]-amino}-methyl)-phenyl]-trimethyl-ammonium,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
320,n-(2-aminoethyl)-1-aziridineethanamine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
321,zk-806711,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
322,"cis-(1r,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
323,sibutramine,2,1,"[3, 4]",[5],,,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0,0,-0.5773502691896256,-0.8164965809277259,-1.5275252316519463
324,(1r)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
325,"8,9-dichloro-2,3,4,5-tetrahydro-1h-benzo[c]azepine",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
326,(2r)-2-acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
327,ormeloxifene,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
328,glutathione sulfonic acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
329,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
330,bis-benzamidine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
331,"(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
332,cra_16847,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
333,"[(3r)-7-nitro-1,2,3,4-tetrahydroisoquinolin-3-yl]methanol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
334,descarboxy-nor-n(omega)-hydroxy-l-arginine,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
335,cra_17312,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
336,deoxyuridine monophosphate,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
337,follitropin,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
338,2(s)-amino-6-boronohexanoic acid,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
339,aminomethylcyclohexane,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
340,coumarin 120,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
341,urofollitropin,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
342,2-methoxy-6-{(e)-[(4-methylphenyl)imino]methyl}phenol,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
343,bromhexine,2,0,"[3, 4]",[],,,0.3333333333333333,0.6666666666666666,0.238095238095238,0,0,0.5773502691896256,1.6329931618554518,1.0910894511799618
344,"(3r)-3-(fluoromethyl)-n-(3,3,3-trifluoropropyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
345,cra_10762,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
346,"n-(4-chlorophenyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
347,cra_23653,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
348,carotuximab,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
349,osi-7904l,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
350,zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
351,"[5-(5-amino-1h-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
352,"nalpha-(2-naphthylsulfonylglycyl)-3-amidino-d,l-phenylalanine-isopropylester",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
353,cra_1801,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
354,cholesterol sulfate,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
355,[(1-{2[(4-carbamimidoyl-phenylamino)-methyl]-1-methyl-1h-benzoimidazol-5-yl}-cyclopropyl)-pyridin-2-yl-methyleneaminooxy]-acetic acid ethyl ester,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
356,3-ethyl-2-(4-hydroxyphenyl)-2h-indazol-5-ol,2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
357,2h-benzimidazol-2-amine,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
358,cyclotheonamide a,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
359,cra-9334,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
360,bis(5-amidino-benzimidazolyl)methane,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
361,darapladib,2,0,"[3, 4]",[],,,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0,0,-0.5773502691896256,-1.6329931618554518,-1.5275252316519463
362,ly-294002,2,0,"[3, 4]",[],,,-1.0,0.0,0.0476190476190476,0,0,-1.732050807568877,0.0,0.2182178902359923
363,casimiroin,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
364,oxybenzone,2,1,"[4, 5]",[3],,,1.0,0.3333333333333333,0.0476190476190476,0,0,1.732050807568877,0.8164965809277259,0.2182178902359923
365,cyclizine,2,1,"[3, 5]",[4],,,-1.0,-0.6666666666666666,-0.0476190476190476,0,0,-1.732050807568877,-1.6329931618554518,-0.2182178902359923
366,homosalate,2,1,"[4, 5]",[3],,,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0,0,-0.5773502691896256,-0.8164965809277259,-1.5275252316519463
367,l-cysteic acid,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
368,cra_9785,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
369,cra_10991,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
370,cra_10972,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
371,mazindol,2,0,"[3, 4]",[],,,-1.0,-0.3333333333333333,0.0476190476190476,0,0,-1.732050807568877,-0.8164965809277259,0.2182178902359923
372,cra_10656,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
373,5-amidino-benzimidazole,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
374,"5,8-dimethoxy-1,4-dimethylquinolin-2(1h)-one",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
375,cra_17693,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
376,"trans-(1s,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol",2,0,"[4, 5]",[],,,,,,0,0,0.0,0.0,0.0
377,cra_10433,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
378,rpr131247,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
379,cra_1802,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
380,"diethyl [(1r)-1,5-diaminopentyl]boronate",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
381,pam2csk4,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
382,"[4-(1,3,2-dioxaborolan-2-yloxy)methyl]benzamidine",2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
383,lgd-1550,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
384,cimicoxib,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
385,"5-methoxy-1,2-dimethyl-3-(phenoxymethyl)indole-4,7-dione",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
386,"3-(hydroxymethyl)-1-methyl-5-(2-methylaziridin-1-yl)-2-phenyl-1h-indole-4,7-dione",2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
387,nps-2143,2,1,"[3, 4]",[5],,,,,,0,0,0.0,0.0,0.0
388,nonoxynol-9,2,0,"[3, 4]",[],,,-0.3333333333333333,0.0,-0.4285714285714285,0,0,-0.5773502691896256,0.0,-1.9639610121239313
389,bryostatin 1,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
390,sr11254,2,0,"[3, 4]",[],,,,,,0,0,0.0,0.0,0.0
