,drug_name,Changes in the extracellular matrix structure count,Changes in the extracellular matrix structure count marg,Changes in the extracellular matrix structure,Changes in the extracellular matrix structure marg,Cmap pAGE Changes in the extracellular matrix structure level1,Cmap pAGE Changes in the extracellular matrix structure level2,Cmap pAGE Changes in the extracellular matrix structure level3,Cmap pAGE Changes in the extracellular matrix structure level4,Cmap pAGE Changes in the extracellular matrix structure level5,Cmap pAGE Changes in the extracellular matrix structure level1 z_score,Cmap pAGE Changes in the extracellular matrix structure level2 z_score,Cmap pAGE Changes in the extracellular matrix structure level3 z_score,Cmap pAGE Changes in the extracellular matrix structure level4 z_score,Cmap pAGE Changes in the extracellular matrix structure level5 z_score
198,"2-[2-(1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl)ethyl]-4-(4'-ethoxy-1,1'-biphenyl-4-yl)-4-oxobutanoic acid",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
199,(1-methyl-1h-imidazol-2-yl)-(3-methyl-4-{3-[(pyridin-3-ylmethyl)-amino]-propoxy}-benzofuran-2-yl)-methanone,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
200,pyridostigmine,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
201,2-{4-[4-(4-chloro-phenoxy)-benzenesulfonyl]-tetrahydro-pyran-4-yl}-n-hydroxy-acetamide,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
202,[1-(4-fluorobenzyl)cyclobutyl]methyl (1s)-1-[oxo(1h-pyrazol-5-ylamino)acetyl]pentylcarbamate,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
203,"1-[3-({[(4-amino-5-fluoro-2-methylquinolin-3-yl)methyl]thio}methyl)phenyl]-2,2,2-trifluoroethane-1,1-diol",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
204,phenserine,2,1,"[4, 5]",[3],,,,,,0,0,0,0.0,0.0
205,phosphorylisopropane,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
206,n-[[2-methyl-4-hydroxycarbamoyl]but-4-yl-n]-benzyl-p-[phenyl]-p-[methyl]phosphinamid,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
207,rurioctocog alfa pegol,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
208,"2-[3-(5-mercapto-[1,3,4]thiadiazol-2-yl)-ureido]-n-methyl-3-phenyl-propionamide",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
209,a disubstituted succinyl caprolactam hydroxymate mmp3inhibitor,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
210,1-hydroxyamine-2-isobutylmalonic acid,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
211,filgrastim,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
212,acetyldigitoxin,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
213,"pyrimidine-4,6-dicarboxylic acid bis-(3-methyl-benzylamide)",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
214,"(1r)-n,6-dihydroxy-7-methoxy-2-[(4-methoxyphenyl)sulfonyl]-1,2,3,4-tetrahydroisoquinoline-1-carboxamide",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
215,2-thiomethyl-3-phenylpropanoic acid,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
216,ly-294002,2,0,"[4, 5]",[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
217,lyme disease vaccine (recombinant ospa),2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
218,tuberculin purified protein derivative,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
219,potassium cation,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
220,pam2csk4,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
221,crotalus atrox antivenin,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
222,bretylium,2,0,"[3, 4]",[],,,0.0,-0.4285714285714285,0.0714285714285714,0,0,0,-1.1338934190276817,0.3779644730092272
223,crotalus adamanteus antivenin,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
224,"but-3-enyl-[5-(4-chloro-phenyl)-3,6-dihydro-[1,3,4]thiadiazin-2-ylidene]-amine",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
225,cgs-27023,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
226,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7h-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
227,pralidoxime,2,0,"[4, 5]",[],,,0.0,0.4285714285714285,0.5,0,0,0,1.1338934190276817,2.6457513110645907
228,2-(6-methylpyridin-2-yl)-n-pyridin-4-ylquinazolin-4-amine,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
229,cetuximab,2,1,"[4, 5]",[3],,,,,,0,0,0,0.0,0.0
230,andexanet alfa,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
231,beta-l-fucose,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
232,"pyrimidine-4,6-dicarboxylic acid bis-(4-fluoro-3-methyl-benzylamide)",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
233,2-chloro-5-(3-chloro-phenyl)-6-[(4-cyano-phenyl)-(3-methyl-3h-imidazol-4-yl)- methoxymethyl]-nicotinonitrile,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
234,potassium,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
235,clove oil,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
236,magnesium acetate,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
237,"5-methyl-3-(9-oxo-1,8-diaza-tricyclo[10.6.1.013,18]nonadeca-12(19),13,15,17-tetraen-10-ylcarbamoyl)-hexanoic acid",2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
238,1-benzyl-3-(4-methoxy-benzenesulfonyl)-6-oxo-hexahydro-pyrimidine-4-carboxylic acid hydroxyamide,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
239,ciclopirox,2,0,"[3, 4]",[],,,0.0,0.4285714285714285,0.3571428571428571,0,0,0,1.1338934190276817,1.8898223650461363
240,magnesium cation,2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
241,"3-(4-fluorophenyl)-2-(6-methylpyridin-2-yl)-5,6-dihydro-4h-pyrrolo[1,2-b]pyrazole",2,0,"[3, 4]",[],,,,,,0,0,0,0.0,0.0
242,relacatib,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
243,2-[(4-fluorophenyl)sulfonylamino]-n-oxo-ethanamide,2,0,"[4, 5]",[],,,,,,0,0,0,0.0,0.0
244,sargramostim,1,0,[3],[],,,,,,0,0,0,0.0,0.0
245,seocalcitol,1,0,[4],[],,,0.0,0.7142857142857143,-0.0714285714285714,0,0,0,1.8898223650461363,-0.3779644730092272
246,anti-inhibitor coagulant complex,1,0,[5],[],,,,,,0,0,0,0.0,0.0
247,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucine",1,0,[4],[],,,,,,0,0,0,0.0,0.0
248,chorionic gonadotropin (human),1,0,[5],[],,,,,,0,0,0,0.0,0.0
249,acetophenazine,1,0,[3],[],,,,,,0,0,0,0.0,0.0
250,"antihemophilic factor, human recombinant",1,0,[4],[],,,,,,0,0,0,0.0,0.0
251,liothyronine i-131,1,0,[5],[],,,,,,0,0,0,0.0,0.0
252,ac-(d)phe-pro-borolys-oh,1,0,[5],[],,,,,,0,0,0,0.0,0.0
253,thrombin alfa,1,0,[5],[],,,,,,0,0,0,0.0,0.0
254,dinor-n(omega)-hydroxy-l-arginine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
255,n-methyl-n-[(1r)-1-methyl-2-phenylethyl]prop-2-en-1-amine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
256,5-hydroxy-n-propargyl-1(r)-aminoindan,1,0,[5],[],,,,,,0,0,0,0.0,0.0
257,thrombin,1,0,[5],[],,,,,,0,0,0,0.0,0.0
258,4-guanidinobenzoic acid,1,0,[5],[],,,,,,0,0,0,0.0,0.0
259,2-pyridinethiol,1,0,[4],[],,,,,,0,0,0,0.0,0.0
260,etofenamate,1,0,[5],[],,,0.0,0.4285714285714285,0.2142857142857142,0,0,0,1.1338934190276817,1.1338934190276817
261,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-alanine",1,0,[4],[],,,,,,0,0,0,0.0,0.0
262,adl5859,1,0,[5],[],,,,,,0,0,0,0.0,0.0
263,"4,4'-bis([h]methylsulfonyl)-2,2',5,5'-tetrachlorobiphenyl",1,0,[5],[],,,,,,0,0,0,0.0,0.0
264,(2r)-({4-[amino(imino)methyl]phenyl}amino){5-ethoxy-2-fluoro-3-[(3r)-tetrahydrofuran-3-yloxy]phenyl}aceticacid,1,0,[5],[],,,,,,0,0,0,0.0,0.0
265,"7,8-dihydroxy-4-phenyl-2h-chromen-2-one",1,0,[4],[],,,,,,0,0,0,0.0,0.0
266,cta018,1,0,[4],[],,,,,,0,0,0,0.0,0.0
267,3-amino-4-oxybenzyl-2-butanone,1,0,[4],[],,,,,,0,0,0,0.0,0.0
268,manganese,1,0,[5],[],,,,,,0,0,0,0.0,0.0
269,2-[2-ethanesulfonylamino-3-(1h-indol-3-yl)-propionylamino]-pentanedioic acid 5-amide 1-(4-carbamim idoyl-benzylamide),1,0,[5],[],,,,,,0,0,0,0.0,0.0
270,human c1-esterase inhibitor,1,0,[5],[],,,,,,0,0,0,0.0,0.0
271,"n~2~,n~2~-dimethyl-n~1~-(6-oxo-5,6-dihydrophenanthridin-2-yl)glycinamide",1,1,[3],[4],,,,,,0,0,0,0.0,0.0
272,corticorelin,1,0,[5],[],,,,,,0,0,0,0.0,0.0
273,s-{2-[amino(dihydroxy)-lambda~4~-sulfanyl]ethyl}-d-cysteine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
274,ulobetasol,1,0,[5],[],,,,,,0,0,0,0.0,0.0
275,metyrosine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
276,s-3-(4-fluorophenoxy)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,1,0,[3],[],,,,,,0,0,0,0.0,0.0
277,3-(7-diaminomethyl-naphthalen-2-yl)-propionic acid ethyl ester,1,0,[5],[],,,,,,0,0,0,0.0,0.0
278,oteseconazole,1,0,[5],[],,,,,,0,0,0,0.0,0.0
279,aki-001,1,0,[3],[],,,,,,0,0,0,0.0,0.0
280,reteplase,1,1,[5],[4],,,,,,0,0,0,0.0,0.0
281,av-412,1,0,[3],[],,,0.0,0.7142857142857143,0.2142857142857142,0,0,0,1.8898223650461363,1.1338934190276817
282,"4-{[(1r,2s)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile",1,1,[3],[4],,,,,,0,0,0,0.0,0.0
283,glatiramer,1,0,[4],[],,,,,,0,0,0,0.0,0.0
284,3-phenylpropylamine,1,1,[4],[5],,,,,,0,0,0,0.0,0.0
285,imidazopyridazin 1,1,0,[4],[],,,,,,0,0,0,0.0,0.0
286,lupeol,1,0,[4],[],,,,,,0,0,0,0.0,0.0
287,rg-7795,1,0,[5],[],,,,,,0,0,0,0.0,0.0
288,methylumbelliferyl chitotriose,1,1,[4],[5],,,,,,0,0,0,0.0,0.0
289,ign311,1,1,[3],[4],,,,,,0,0,0,0.0,0.0
290,gemtuzumab ozogamicin,1,0,[4],[],,,,,,0,0,0,0.0,0.0
291,azd-9684,1,0,[5],[],,,,,,0,0,0,0.0,0.0
292,s-propylamine-l-cysteine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
293,3-methylphenylalanine,1,0,[4],[],,,,,,0,0,0,0.0,0.0
294,2-aminoethanimidic acid,1,0,[4],[],,,,,,0,0,0,0.0,0.0
295,apatorsen,1,0,[3],[],,,,,,0,0,0,0.0,0.0
296,s-23,1,1,[3],[4],,,,,,0,0,0,0.0,0.0
297,"n-[(2r,3s)-3-amino-2-hydroxy-4-phenylbutyl]naphthalene-2-sulfonamide",1,0,[5],[],,,,,,0,0,0,0.0,0.0
298,ferric maltol,1,0,[4],[],,,,,,0,0,0,0.0,0.0
299,triclosan,1,0,[3],[],,,0.0,1.0,0.3571428571428571,0,0,0,2.6457513110645907,1.8898223650461363
300,l-alpha-glycerophosphorylserine,1,0,[4],[],,,,,,0,0,0,0.0,0.0
301,olmutinib,1,0,[3],[],,,,,,0,0,0,0.0,0.0
302,"5h-pyrrolo[3,2-d]pyrimidin-4-amine",1,0,[5],[],,,,,,0,0,0,0.0,0.0
303,6-chloro-2-(2-hydroxy-biphenyl-3-yl)-1h-indole-5-carboxamidine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
304,cisplatin,1,0,[5],[],,,0.0,-0.4285714285714285,-0.1428571428571428,0,0,0,-1.1338934190276817,-0.7559289460184545
305,tetrathiomolybdate,1,0,[3],[],,,,,,0,0,0,0.0,0.0
306,n-acetyl-beta-d-glucosaminyl-(1->4)-n-acetyl-beta-d-glucosamine,1,0,[4],[],,,,,,0,0,0,0.0,0.0
307,alisertib,1,0,[3],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
308,dibotermin alfa,1,0,[3],[],,,,,,0,0,0,0.0,0.0
309,6-chloro-3-(3-methylisoxazol-5-yl)-4-phenylquinolin-2(1h)-one,1,0,[5],[],,,,,,0,0,0,0.0,0.0
310,allantoin,1,0,[5],[],,,0.0,1.0,0.2142857142857142,0,0,0,2.6457513110645907,1.1338934190276817
311,n-{3-[(4-{[3-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]phenyl}cyclopropanecarboxamide,1,0,[3],[],,,,,,0,0,0,0.0,0.0
312,aspartic acid,1,0,[4],[],,,,,,0,0,0,0.0,0.0
313,tigapotide,1,0,[4],[],,,,,,0,0,0,0.0,0.0
314,(1-benzyl-5-methoxy-2-methyl-1h-indol-3-yl)acetic acid,1,0,[5],[],,,,,,0,0,0,0.0,0.0
315,d-myo-inositol-hexasulphate,1,0,[5],[],,,,,,0,0,0,0.0,0.0
316,elocalcitol,1,0,[4],[],,,,,,0,0,0,0.0,0.0
317,ghavamiol,1,0,[5],[],,,,,,0,0,0,0.0,0.0
318,esculin,1,0,[3],[],,,0.0,-0.1428571428571428,0.0,0,0,0,-0.3779644730092272,0.0
319,cerulenin,1,0,[4],[],,,0.0,-0.1428571428571428,-0.1428571428571428,0,0,0,-0.3779644730092272,-0.7559289460184545
320,(s)-aspartimide,1,1,[4],[5],,,,,,0,0,0,0.0,0.0
321,"3,4-dihydroxy-1-methylquinolin-2(1h)-one",1,0,[4],[],,,,,,0,0,0,0.0,0.0
322,edonerpic,1,0,[3],[],,,,,,0,0,0,0.0,0.0
323,tetraferric tricitrate decahydrate,1,1,[5],[4],,,,,,0,0,0,0.0,0.0
324,neihulizumab,1,0,[5],[],,,,,,0,0,0,0.0,0.0
325,tetramethylammonium,1,0,[5],[],,,,,,0,0,0,0.0,0.0
326,dichlorvos,1,0,[5],[],,,,,,0,0,0,0.0,0.0
327,triacetylchitotriose,1,1,[4],[5],,,,,,0,0,0,0.0,0.0
328,stamulumab,1,0,[5],[],,,,,,0,0,0,0.0,0.0
329,ethyl oxo(piperidin-1-yl)acetate,1,0,[4],[],,,,,,0,0,0,0.0,0.0
330,gabexate,1,0,[5],[],,,0.0,-0.4285714285714285,-0.0714285714285714,0,0,0,-1.1338934190276817,-0.3779644730092272
331,istaroxime,1,0,[3],[],,,0.0,0.1428571428571428,-0.1428571428571428,0,0,0,0.3779644730092272,-0.7559289460184545
332,asparaginase escherichia coli,1,0,[5],[],,,,,,0,0,0,0.0,0.0
333,dienogest,1,0,[3],[],,,0.0,0.4285714285714285,-0.0714285714285714,0,0,0,1.1338934190276817,-0.3779644730092272
334,guanidinoethylmercaptosuccinic acid,1,0,[5],[],,,,,,0,0,0,0.0,0.0
335,margetuximab,1,0,[3],[],,,,,,0,0,0,0.0,0.0
336,oxandrolone,1,0,[3],[],,,0.0,0.4285714285714285,0.0714285714285714,0,0,0,1.1338934190276817,0.3779644730092272
337,tinzaparin,1,0,[5],[],,,,,,0,0,0,0.0,0.0
338,"n-({(2s,3s)-3-[(benzylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-proline",1,0,[4],[],,,,,,0,0,0,0.0,0.0
339,amcinonide,1,0,[4],[],,,0.0,-0.1428571428571428,-0.0714285714285714,0,0,0,-0.3779644730092272,-0.3779644730092272
340,succinic acid,1,0,[4],[],,,,,,0,0,0,0.0,0.0
341,"4-[(7r,7as)-7-hydroxy-1,3-dioxotetrahydro-1h-pyrrolo[1,2-c]imidazol-2(3h)-yl]-1-naphthonitrile",1,0,[3],[],,,,,,0,0,0,0.0,0.0
342,1-[(2r)-2-aminobutanoyl]-n-(3-chlorobenzyl)-l-prolinamide,1,0,[5],[],,,,,,0,0,0,0.0,0.0
343,cad106,1,0,[3],[],,,,,,0,0,0,0.0,0.0
344,3-amino-5-phenylpentane,1,0,[4],[],,,,,,0,0,0,0.0,0.0
345,"n-{[(2s,3s)-3-(ethoxycarbonyl)-2-oxiranyl]carbonyl}-l-threonyl-l-isoleucine",1,0,[4],[],,,,,,0,0,0,0.0,0.0
346,ethyl hydrogen diethylamidophosphate,1,0,[5],[],,,,,,0,0,0,0.0,0.0
347,glutathione sulfinate,1,0,[4],[],,,,,,0,0,0,0.0,0.0
348,phosphoramidon,1,0,[4],[],,,,,,0,0,0,0.0,0.0
349,masoprocol,1,0,[4],[],,,0.0,-0.1428571428571428,0.2142857142857142,0,0,0,-0.3779644730092272,1.1338934190276817
350,esterified estrogens,1,0,[5],[],,,,,,0,0,0,0.0,0.0
351,becaplermin,1,0,[3],[],,,,,,0,0,0,0.0,0.0
352,n-[(benzyloxy)carbonyl]-l-leucyl-n-[(1s)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-l-leucinamide,1,0,[4],[],,,,,,0,0,0,0.0,0.0
353,3-tyrosine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
354,"bis-1,2-{[(z)-2carboxy-2-methyl-1,3-dioxane]-5-yloxycarbonyl}-piperazine",1,0,[5],[],,,,,,0,0,0,0.0,0.0
355,n-butyl-3-{[6-(9h-purin-6-ylamino)hexanoyl]amino}benzamide,1,0,[3],[],,,,,,0,0,0,0.0,0.0
356,"mdl 101,146",1,0,[4],[],,,,,,0,0,0,0.0,0.0
357,arsanilic acid,1,1,[4],[5],,,,,,0,0,0,0.0,0.0
358,phenylalanine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
359,anisindione,1,0,[5],[],,,,,,0,0,0,0.0,0.0
360,"n-phenyl-1h-pyrrolo[2,3-b]pyridin-3-amine",1,0,[4],[],,,,,,0,0,0,0.0,0.0
361,alpha-1-proteinase inhibitor,1,1,[4],[5],,,,,,0,0,0,0.0,0.0
362,diethyl phosphonate,1,0,[5],[],,,,,,0,0,0,0.0,0.0
363,n-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2h-pyran-4-carboxamide,1,0,[5],[],,,,,,0,0,0,0.0,0.0
364,"(4r)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",1,0,[4],[],,,,,,0,0,0,0.0,0.0
365,5-[4-(dimethylamino)phenyl]-6-[(6-morpholin-4-ylpyridin-3-yl)ethynyl]pyrimidin-4-amine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
366,"n-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",1,0,[4],[],,,,,,0,0,0,0.0,0.0
367,4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5h)-one,1,0,[4],[],,,,,,0,0,0,0.0,0.0
368,4'-hydroxyflavanone,1,0,[4],[],,,,,,0,0,0,0.0,0.0
369,fusicoccin,1,0,[3],[],,,,,,0,0,0,0.0,0.0
370,heptyl glucoside,1,0,[3],[],,,,,,0,0,0,0.0,0.0
371,fluoxymesterone,1,1,[4],[3],,,,,,0,0,0,0.0,0.0
372,eflapegrastim,1,0,[5],[],,,,,,0,0,0,0.0,0.0
373,isoflurophate,1,0,[5],[],,,,,,0,0,0,0.0,0.0
374,"7-(5-deoxy-beta-d-ribofuranosyl)-5-iodo-7h-pyrrolo[2,3-d]pyrimidin-4-amine",1,0,[5],[],,,,,,0,0,0,0.0,0.0
375,anistreplase,1,1,[5],[4],,,,,,0,0,0,0.0,0.0
376,5-cyano-furan-2-carboxylic acid [5-hydroxymethyl-2-(4-methyl-piperidin-1-yl)-phenyl]-amide,1,0,[5],[],,,,,,0,0,0,0.0,0.0
377,"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-isoleucine",1,0,[4],[],,,,,,0,0,0,0.0,0.0
378,flutemetamol (18f),1,0,[3],[],,,,,,0,0,0,0.0,0.0
379,lasofoxifene,1,1,[5],[4],,,,,,0,0,0,0.0,0.0
380,ado-p-ch2-p-ps-ado,1,0,[5],[],,,,,,0,0,0,0.0,0.0
381,aducanumab,1,0,[3],[],,,,,,0,0,0,0.0,0.0
382,aetiocholanolone,1,0,[4],[],,,,,,0,0,0,0.0,0.0
383,"5alpha-androstane-3beta,17alpha-diol",1,0,[4],[],,,,,,0,0,0,0.0,0.0
384,etrolizumab,1,0,[5],[],,,,,,0,0,0,0.0,0.0
385,n-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-l-prolinamide,1,0,[5],[],,,,,,0,0,0,0.0,0.0
386,camostat,1,1,[4],[3],,,,,,0,0,0,0.0,0.0
387,latrunculin a,1,0,[5],[],,,,,,0,0,0,0.0,0.0
388,bicine,1,0,[4],[],,,,,,0,0,0,0.0,0.0
389,"3,5-dinitrocatechol",1,0,[4],[],,,,,,0,0,0,0.0,0.0
390,n-(3-chlorobenzyl)-1-(4-methylpentanoyl)-l-prolinamide,1,0,[5],[],,,,,,0,0,0,0.0,0.0
391,nor-noha,1,0,[5],[],,,,,,0,0,0,0.0,0.0
392,andarine,1,0,[3],[],,,0.0,0.1428571428571428,-0.2857142857142857,0,0,0,0.3779644730092272,-1.511857892036909
393,n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,1,0,[4],[],,,,,,0,0,0,0.0,0.0
394,artenimol,1,0,[5],[],,,,,,0,0,0,0.0,0.0
395,ri 624,1,0,[5],[],,,,,,0,0,0,0.0,0.0
396,benzylsulfonic acid,1,0,[5],[],,,,,,0,0,0,0.0,0.0
397,streptokinase,1,1,[4],[5],,,,,,0,0,0,0.0,0.0
398,1-butanoyl-n-(4-carbamimidoylbenzyl)-l-prolinamide,1,0,[5],[],,,,,,0,0,0,0.0,0.0
399,2-(3-guanidinophenyl)-3-mercaptopropanoic acid,1,0,[3],[],,,,,,0,0,0,0.0,0.0
400,neocitrullamon,1,0,[5],[],,,,,,0,0,0,0.0,0.0
401,human thrombin,1,0,[5],[],,,,,,0,0,0,0.0,0.0
402,lecozotan,1,0,[3],[],,,,,,0,0,0,0.0,0.0
403,lapachone,1,0,[5],[],,,,,,0,0,0,0.0,0.0
404,n-(2-aminoethyl)-p-chlorobenzamide,1,0,[5],[],,,,,,0,0,0,0.0,0.0
405,bacitracin,1,0,[3],[],,,0.0,-0.7142857142857143,-0.2142857142857142,0,0,0,-1.8898223650461363,-1.1338934190276817
406,"4-[(3as,4r,7r,8as,8br)-2-(1,3-benzodioxol-5-ylmethyl)-7-hydroxy-1,3-dioxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzenecarboximidamide",1,0,[5],[],,,,,,0,0,0,0.0,0.0
407,cyanamide,1,1,[4],[5],,,,,,0,0,0,0.0,0.0
408,2-deoxy-2-fluoro-alpha-d-mannosyl fluoride,1,0,[5],[],,,,,,0,0,0,0.0,0.0
409,epitestosterone,1,0,[5],[],,,,,,0,0,0,0.0,0.0
410,lecanemab,1,0,[3],[],,,,,,0,0,0,0.0,0.0
411,(r)-bicalutamide,1,1,[3],[4],,,,,,0,0,0,0.0,0.0
412,afatinib,1,0,[3],[],,,0.0,0.7142857142857143,0.4285714285714285,0,0,0,1.8898223650461363,2.2677868380553634
413,(r)-3-bromo-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,1,1,[3],[4],,,,,,0,0,0,0.0,0.0
414,dimercaprol,1,0,[3],[],,,,,,0,0,0,0.0,0.0
415,isopropamide,1,0,[5],[],,,,,,0,0,0,0.0,0.0
416,dimethyl fumarate,1,0,[4],[],,,,,,0,0,0,0.0,0.0
417,l-methionine (r)-s-oxide,1,0,[3],[],,,,,,0,0,0,0.0,0.0
418,2-(4-hydroxy-5-phenyl-1h-pyrazol-3-yl)-1h-benzoimidazole-5-carboxamidine,1,0,[5],[],,,,,,0,0,0,0.0,0.0
419,gantenerumab,1,0,[3],[],,,,,,0,0,0,0.0,0.0
420,k201 free base,1,0,[4],[],,,,,,0,0,0,0.0,0.0
421,abciximab,1,2,[4],"[3, 5]",,,,,,0,0,0,0.0,0.0
422,bivatuzumab,1,0,[4],[],,,,,,0,0,0,0.0,0.0
423,ricinoleic acid,1,0,[4],[],,,,,,0,0,0,0.0,0.0
424,7-[(3-chlorobenzyl)oxy]-4-[(methylamino)methyl]-2h-chromen-2-one,1,0,[5],[],,,,,,0,0,0,0.0,0.0
425,zinc,1,0,[5],[],,,,,,0,0,0,0.0,0.0
426,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-6-pyridinyl)methyl]acetamide",1,0,[5],[],,,,,,0,0,0,0.0,0.0
427,"1,4-dideoxy-o2-sulfo-glucuronic acid",1,0,[4],[],,,,,,0,0,0,0.0,0.0
428,7-[(3-chlorobenzyl)oxy]-2-oxo-2h-chromene-4-carbaldehyde,1,0,[5],[],,,,,,0,0,0,0.0,0.0
429,pelitinib,1,0,[3],[],,,0.0,0.4285714285714285,0.3571428571428571,0,0,0,1.1338934190276817,1.8898223650461363
430,isatin,1,0,[5],[],,,,,,0,0,0,0.0,0.0
431,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",1,0,[4],[],,,,,,0,0,0,0.0,0.0
432,coagulation factor ix (recombinant),1,0,[5],[],,,,,,0,0,0,0.0,0.0
433,coagulation factor ix human,1,0,[5],[],,,,,,0,0,0,0.0,0.0
434,inositol,1,0,[5],[],,,0.0,0.1428571428571428,0.0714285714285714,0,0,0,0.3779644730092272,0.3779644730092272
435,bimekizumab,1,0,[5],[],,,,,,0,0,0,0.0,0.0
436,boldenone undecylenate,1,0,[3],[],,,,,,0,0,0,0.0,0.0
437,acetylcholine,1,0,[5],[],,,0.0,-0.1428571428571428,0.0714285714285714,0,0,0,-0.3779644730092272,0.3779644730092272
438,"bis-1,2-{[(z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane",1,0,[5],[],,,,,,0,0,0,0.0,0.0
439,guanosine-5'-diphosphate,1,0,[3],[],,,,,,0,0,0,0.0,0.0
440,bisacodyl,1,0,[3],[],,,0.0,0.1428571428571428,-0.0714285714285714,0,0,0,0.3779644730092272,-0.3779644730092272
