,drug_name,Loss of proteostasis count,Loss of proteostasis count marg,Loss of proteostasis,Loss of proteostasis marg,Cmap pAGE Loss of proteostasis level1,Cmap pAGE Loss of proteostasis level2,Cmap pAGE Loss of proteostasis level3,Cmap pAGE Loss of proteostasis level4,Cmap pAGE Loss of proteostasis level5,Cmap pAGE Loss of proteostasis level1 z_score,Cmap pAGE Loss of proteostasis level2 z_score,Cmap pAGE Loss of proteostasis level3 z_score,Cmap pAGE Loss of proteostasis level4 z_score,Cmap pAGE Loss of proteostasis level5 z_score
189,n-(5-{[(2s)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1h-indazol-3-yl)benzamide,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
190,remacemide,2,0,"[3, 4]",[],-1.0,-1.0,0.0,-0.2,0.0074626865671641,-1.0,-1.0,0.0,-0.7745966692414835,0.086386842558136
191,norethindrone enanthate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
192,niludipine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
193,isoquinoline-5-sulfonic acid (2-(2-(4-chlorobenzyloxy)ethylamino)ethyl)amide,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
194,"4-[(3-chloro-4-{[(2r)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]amino}phenyl)sulfonyl]-n,n-dimethylbenzamide",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
195,tildipirosin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
196,candicidin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
197,"3,5-diiodothyropropionic acid",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
198,marimastat,2,0,"[4, 5]",[],-1.0,-1.0,-0.5,-0.2,0.1194029850746268,-1.0,-1.0,-1.0,-0.7745966692414835,1.382189480930176
199,6-{[(cyclohexylamino)carbonyl]amino}hexanoic acid,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
200,terguride,2,0,"[3, 4]",[],-1.0,-1.0,-0.5,-0.0666666666666666,-0.1791044776119403,-1.0,-1.0,-1.0,-0.2581988897471611,-2.073284221395264
201,phosphorylcolamine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
202,verdoheme,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
203,6-deoxyerythronolide b,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
204,carboxyamidotriazole,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
205,methylprednisone,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
206,anagrelide,2,0,"[1, 2]",[],1.0,1.0,0.0,-0.0666666666666666,-0.0522388059701492,1.0,1.0,0.0,-0.2581988897471611,-0.604707897906952
207,quinupristin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
208,salmon calcitonin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
209,sargramostim,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
210,s-hydroxycysteine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
211,gpi-1485,2,1,"[3, 5]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
212,flurithromycin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
213,vinpocetine,2,0,"[3, 4]",[],-1.0,-1.0,0.5,-0.0666666666666666,0.0074626865671641,-1.0,-1.0,1.0,-0.2581988897471611,0.086386842558136
214,naftopidil,2,0,"[3, 4]",[],1.0,1.0,0.0,0.0666666666666666,0.0223880597014925,1.0,1.0,0.0,0.2581988897471611,0.259160527674408
215,formestane,2,0,"[3, 4]",[],-1.0,-1.0,0.0,0.2,0.0223880597014925,-1.0,-1.0,0.0,0.7745966692414835,0.259160527674408
216,tioguanine,2,0,"[1, 2]",[],-1.0,-1.0,-0.5,-0.0666666666666666,0.0597014925373134,-1.0,-1.0,-1.0,-0.2581988897471611,0.691094740465088
217,danoprevir,2,0,"[3, 4]",[],-1.0,-1.0,-0.5,-0.0666666666666666,-0.044776119402985,-1.0,-1.0,-1.0,-0.2581988897471611,-0.518321055348816
218,win 55212-2,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
219,kitasamycin,2,0,"[3, 4]",[],1.0,1.0,-0.5,-0.2,-0.2835820895522388,1.0,1.0,-1.0,-0.7745966692414835,-3.282700017209168
220,dihydroergocryptine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
221,phthalic acid,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
222,12-phenylheme,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
223,n-cyclohexyl-n'-decylurea,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
224,custirsen,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
225,5-androstenedione,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
226,lidoflazine,2,0,"[3, 4]",[],-1.0,-1.0,0.0,0.0666666666666666,-0.044776119402985,-1.0,-1.0,0.0,0.2581988897471611,-0.518321055348816
227,ferric maltol,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
228,s-(dimethylarsenic)cysteine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
229,d-eritadenine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
230,caffeine,2,0,"[1, 2]",[],-1.0,-1.0,0.5,-0.0666666666666666,-0.1417910447761194,-1.0,-1.0,1.0,-0.2581988897471611,-1.641350008604584
231,4-(4-chlorophenyl)-4-[4-(1h-pyrazol-4-yl)phenyl]piperidine,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
232,n-cyclohexyl-n'-(propyl)phenyl urea,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
233,lorvotuzumab mertansine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
234,"(4r)-n-[4-({[2-(dimethylamino)ethyl]amino}carbonyl)-1,3-thiazol-2-yl]-4-methyl-1-oxo-2,3,4,9-tetrahydro-1h-beta-carboline-6-carboxamide",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
235,vx-765,2,0,"[4, 5]",[],1.0,1.0,0.5,0.0666666666666666,-0.1194029850746268,1.0,1.0,1.0,0.2581988897471611,-1.382189480930176
236,ferrous succinate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
237,loteprednol etabonate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
238,pradefovir mesylate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
239,ae-941,2,2,"[4, 5]","[1, 2]",,,,,,0.0,0.0,0.0,0.0,0.0
240,tezosentan,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
241,6-o-benzylguanine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
242,2-phenylheme,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
243,etretinate,2,0,"[1, 2]",[],1.0,1.0,1.0,0.3333333333333333,0.0522388059701492,1.0,1.0,2.0,1.2909944487358056,0.604707897906952
244,caroverine,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
245,bedaquiline,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
246,nomegestrol acetate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
247,nomegestrol,2,0,"[3, 4]",[],-1.0,-1.0,-0.5,0.0666666666666666,-0.0373134328358208,-1.0,-1.0,-1.0,0.2581988897471611,-0.43193421279068
248,"3-carboxy-n,n,n-trimethyl-2-(octanoyloxy)propan-1-aminium",2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
249,(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,2,1,"[1, 2]",[3],,,,,,0.0,0.0,0.0,0.0,0.0
250,dichloroacetic acid,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
251,9-deazaguanine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
252,fosamprenavir,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
253,bencyclane,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
254,miocamycin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
255,parecoxib,2,0,"[3, 4]",[],-1.0,-1.0,0.5,0.3333333333333333,0.0895522388059701,-1.0,-1.0,1.0,1.2909944487358056,1.036642110697632
256,methaqualone,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
257,betrixaban,2,0,"[1, 2]",[],-1.0,-1.0,-1.0,-0.7333333333333333,-0.0895522388059701,-1.0,-1.0,-2.0,-2.8401877872187726,-1.036642110697632
258,otilonium,2,0,"[3, 4]",[],-1.0,-1.0,-1.0,-0.8666666666666667,-0.2238805970149253,-1.0,-1.0,-2.0,-3.356585566713095,-2.5916052767440805
259,inecalcitol,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
260,palifosfamide,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
261,xl418,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
262,imino-tryptophan,2,1,"[3, 4]",[5],,,,,,0.0,0.0,0.0,0.0,0.0
263,dexfenfluramine,2,0,"[3, 4]",[],1.0,1.0,0.5,-0.0666666666666666,-0.1194029850746268,1.0,1.0,1.0,-0.2581988897471611,-1.382189480930176
264,"thieno[2,3-b]pyridine-2-carboxamidine",2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
265,z-val-ala-asp fluoromethyl ketone,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
266,cinacalcet,2,0,"[3, 4]",[],-1.0,-1.0,0.5,-0.2,-0.1194029850746268,-1.0,-1.0,1.0,-0.7745966692414835,-1.382189480930176
267,chymopapain,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
268,tranexamic acid,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
269,oxtriphylline,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
270,lax-101,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
271,ivarmacitinib,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
272,ilomastat,2,1,"[2, 5]",[3],-1.0,-1.0,-1.0,-0.7333333333333333,-0.044776119402985,-1.0,-1.0,-2.0,-2.8401877872187726,-0.518321055348816
273,mafenide,2,1,"[2, 3]",[4],-1.0,-1.0,0.0,-0.2,-0.1492537313432835,-1.0,-1.0,0.0,-0.7745966692414835,-1.72773685116272
274,mk-1775,2,0,"[1, 2]",[],1.0,1.0,-0.5,-0.3333333333333333,-0.0746268656716417,1.0,1.0,-1.0,-1.2909944487358056,-0.86386842558136
275,lanreotide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
276,"n-[4-(2-chlorophenyl)-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-c]carbazol-9-yl]formamide",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
277,pralnacasan,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
278,sparfosic acid,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
279,a disubstituted succinyl caprolactam hydroxymate mmp3inhibitor,2,1,"[3, 5]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
280,"2-[3-(5-mercapto-[1,3,4]thiadiazol-2-yl)-ureido]-n-methyl-3-phenyl-propionamide",2,0,"[3, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
281,tirabrutinib,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
282,pegcetacoplan,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
283,eldecalcitol,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
284,evobrutinib,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
285,7-hydroxystaurosporine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
286,isosorbide,2,0,"[3, 4]",[],-1.0,-1.0,0.0,-0.2,0.0298507462686567,-1.0,-1.0,0.0,-0.7745966692414835,0.345547370232544
287,n~2~-(biphenyl-4-ylsulfonyl)-n-hydroxy-n~2~-(2-hydroxyethyl)glycinamide,2,0,"[3, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
288,acetylleucyl-leucyl-norleucinal,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
289,"5-methyl-5-(4-phenoxy-phenyl)-pyrimidine-2,4,6-trione",2,0,"[3, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
290,"3,4-dihydro-2h-pyrrolium-5-carboxylate",2,1,"[3, 4]",[5],,,,,,0.0,0.0,0.0,0.0,0.0
291,lanoteplase,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
292,"4'-fluoro-1,1'-biphenyl-4-carboxylic acid",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
293,lexacalcitol,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
294,"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",2,0,"[3, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
295,"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid",2,1,"[3, 4]",[5],,,,,,0.0,0.0,0.0,0.0,0.0
296,[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-acetic acid,2,0,"[3, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
297,3-[(4'-cyanobiphenyl-4-yl)oxy]-n-hydroxypropanamide,2,0,"[3, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
298,dihydrotachysterol,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
299,vitamin d,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
300,plecanatide,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
301,plitidepsin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
302,ethyl biscoumacetate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
303,ditiocarb,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
304,alfacalcidol,2,0,"[1, 2]",[],1.0,1.0,0.5,0.2,0.0373134328358208,1.0,1.0,1.0,0.7745966692414835,0.43193421279068
305,2-acetylamino-2-deoxy-b-d-allopyranose,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
306,"2-(cyclohexylmethylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
307,"n,n'-diphenylpyrazolo[1,5-a][1,3,5]triazine-2,4-diamine",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
308,"n-(3-(8-cyano-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazin-2-ylamino)phenyl)acetamide",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
309,"5,8-di-amino-1,4-dihydroxy-anthraquinone",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
310,n-(6-aminohexyl)-5-chloro-1-naphthalenesulfonamide,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
311,"n1,n2-ethylene-2-methylamino-4,5,6,7-tetrabromo-benzimidazole",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
312,3-{6-[(8-hydroxy-quinoline-2-carbonyl)-amino]-2-thiophen-2-yl-hexanoylamino}-4-oxo-butyri acid,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
313,"4-(2-(1h-imidazol-4-yl)ethylamino)-2-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
314,dichlororibofuranosylbenzimidazole,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
315,"1,8-di-hydroxy-4-nitro-anthraquinone",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
316,"1,8-di-hydroxy-4-nitro-xanthen-9-one",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
317,thrombomodulin alfa,2,0,"[2, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
318,"dimethyl-(4,5,6,7-tetrabromo-1h-benzoimidazol-2-yl)-amine",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
319,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
320,tetrabromo-2-benzotriazole,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
321,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5h-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9h)-one",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
322,"s-methyl-4,5,6,7-tetrabromo-benzimidazole",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
323,"1-methyl-3-trifluoromethyl-1h-thieno[2,3-c]pyrazole-5-carboxylic acid (2-mercapto-ethyl)-amide",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
324,spp1148,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
325,"2-(4-ethylpiperazin-1-yl)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
326,"2-(4-chlorobenzylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
327,quinalizarin,2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
328,"3-[1-(3-aminopropyl)-1h-indol-3-yl]-4-(1h-indol-3-yl)-1h-pyrrole-2,5-dione",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
329,"4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2h,6h)-dione",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
330,allosamizoline,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
331,"3-(1h-indol-3-yl)-4-(1-{2-[(2s)-1-methylpyrrolidinyl]ethyl}-1h-indol-3-yl)-1h-pyrrole-2,5-dione",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
332,"3-(9-hydroxy-1,3-dioxo-4-phenyl-2,3-dihydropyrrolo[3,4-c]carbazol-6(1h)-yl)propanoic acid",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
333,bicine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
334,"9-hydroxy-4-phenyl-6h-pyrrolo[3,4-c]carbazole-1,3-dione",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
335,"9-hydroxy-6-(3-hydroxypropyl)-4-(2-methoxyphenyl)pyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
336,"8-bromo-4-(2-chlorophenyl)-n-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
337,bivalirudin,2,1,"[2, 3]",[4],,,,,,0.0,0.0,0.0,0.0,0.0
338,aminophylline,2,1,"[1, 3]",[2],1.0,1.0,0.5,0.0666666666666666,0.0671641791044776,1.0,1.0,1.0,0.2581988897471611,0.777481583023224
339,1-{2-oxo-3-[(1r)-1-(1h-pyrrol-2-yl)ethyl]-2h-indol-5-yl}urea,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
340,2-(acetylamino)-2-deoxy-6-o-methyl-alpha-d-allopyranose,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
341,argifin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
342,5-hydroxy-3-[(1r)-1-(1h-pyrrol-2-yl)ethyl]-2h-indol-2-one,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
343,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
344,argadin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
345,"3,8-dibromo-7-hydroxy-4-methyl-2h-chromen-2-one",2,0,"[4, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
346,almotriptan,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
347,antithymocyte immunoglobulin (rabbit),2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
348,vecabrutinib,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
349,doramectin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
350,ferrous glycine sulfate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
351,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}-2-(trifluoromethyl)benzenesulfonamide",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
352,desoxycorticosterone acetate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
353,deslanoside,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
354,resatorvid,2,0,"[1, 2]",[],-1.0,-1.0,0.0,-0.3333333333333333,0.0,-1.0,-1.0,0.0,-1.2909944487358056,0.0
355,"5-[5,6-bis(methyloxy)-1h-benzimidazol-1-yl]-3-{[1-(2-chlorophenyl)ethyl]oxy}-2-thiophenecarboxamide",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
356,bretylium,2,0,"[1, 2]",[],1.0,1.0,0.0,-0.4666666666666667,0.0522388059701492,1.0,1.0,0.0,-1.807392228230128,0.604707897906952
357,desoxycorticosterone pivalate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
358,6-cyclohexylmethoxy-2-(3'-chloroanilino) purine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
359,enrasentan,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
360,ecabet,2,0,"[3, 4]",[],1.0,1.0,0.5,0.4666666666666667,0.0298507462686567,1.0,1.0,1.0,1.807392228230128,0.345547370232544
361,cerulenin,2,0,"[1, 2]",[],1.0,1.0,0.0,0.0666666666666666,0.0746268656716417,1.0,1.0,0.0,0.2581988897471611,0.86386842558136
362,6-cyclohexylmethyloxy-2-(4'-hydroxyanilino)purine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
363,istaroxime,2,0,"[1, 2]",[],-1.0,-1.0,0.0,-0.2,0.0,-1.0,-1.0,0.0,-0.7745966692414835,0.0
364,6-o-cyclohexylmethyl guanine,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
365,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
366,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]-2-furyl}-n-methylbenzenesulfonamide",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
367,xl844,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
368,n-[[2-methyl-4-hydroxycarbamoyl]but-4-yl-n]-benzyl-p-[phenyl]-p-[methyl]phosphinamid,2,0,"[3, 5]",[],,,,,,0.0,0.0,0.0,0.0,0.0
369,"n-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
370,ferrous ascorbate,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
371,hexadecanal,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
372,fenebrutinib,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
373,"hydroxy(oxo)(3-{[(2z)-4-[3-(1h-1,2,4-triazol-1-ylmethyl)phenyl]pyrimidin-2(5h)-ylidene]amino}phenyl)ammonium",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
374,oleandomycin,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
375,7-{[(cyclohexylamino)carbonyl]amino}heptanoic acid,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
376,diphenadione,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
377,dirithromycin,2,0,"[3, 4]",[],-1.0,-1.0,0.0,0.4666666666666667,-0.0373134328358208,-1.0,-1.0,0.0,1.807392228230128,-0.43193421279068
378,echinacea,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
379,ebselen,2,0,"[3, 4]",[],-1.0,-1.0,-0.5,-0.0666666666666666,0.0074626865671641,-1.0,-1.0,-1.0,-0.2581988897471611,0.086386842558136
380,quingestanol,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
381,saracatinib,2,0,"[3, 4]",[],-1.0,-1.0,-0.5,-0.0666666666666666,-0.1791044776119403,-1.0,-1.0,-1.0,-0.2581988897471611,-2.073284221395264
382,iron,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
383,sagopilone,2,0,"[3, 4]",[],,,,,,0.0,0.0,0.0,0.0,0.0
384,magnesium levulinate,2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
385,"4-{5-[(z)-(2-imino-4-oxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzoic acid",2,0,"[1, 2]",[],,,,,,0.0,0.0,0.0,0.0,0.0
386,ciclopirox,2,0,"[1, 2]",[],-1.0,-1.0,-0.5,-0.2,0.1044776119402985,-1.0,-1.0,-1.0,-0.7745966692414835,1.209415795813904
